,0,1,2
613,Pseudomonas aeruginosa,0.9056088,Decreased
614,Lactobacillus mucosae,0.9054113,Increased
615,Acidobacterium,0.9042709,Increased
616,Chlamydia,0.9030714,Increased
617,Paenibacillaceae,0.9029595,Increased
618,Gelria,0.9011191,Increased
619,Schlegelella,0.9010786,Decreased
620,Helicobacter sp.,0.90095377,Increased
621,Boletus,0.9005065,Increased
622,Actinomyces sp. oral taxon 170,0.89849365,Increased
623,Novosphingobium sp.,0.8978672,Increased
624,Fannyhessea vaginae,0.89596725,Increased
625,Corynebacterium striatum,0.8950254,Increased
626,Lactobacillus gasseri,0.8947124,Increased
627,Arthrospira,0.89121705,Increased
628,Micrococcales,0.8912136,Increased
629,Guignardia,0.88960755,Decreased
630,Terrisporobacter,0.8892927,Increased
631,Prevotella oralis,0.8891224,Increased
632,Streptococcus sp.,0.88872373,Decreased
633,Blautia hansenii,0.8871634,Increased
634,Porphyromonas gingivalis,0.88635474,Increased
635,Candidatus Gracilibacteria,0.8853401,Increased
636,Paenarthrobacter,0.8847561,Increased
637,Bacillus cereus,0.88111144,Increased
638,Prevotella stercorea,0.87826467,Increased
639,Deinococci,0.87793857,Decreased
640,Selenomonas sputigena,0.8777052,Increased
641,Streptococcus infantis,0.8731626,Decreased
642,Neisseria elongata,0.8730834,Increased
643,Thaumarchaeota,0.8712327,Increased
644,Lachnoanaerobaculum saburreum,0.8703305,Increased
645,Klebsiella pneumoniae,0.8702509,Decreased
646,Rickettsiales,0.86925596,Increased
647,Leuconostoc,0.86835515,Increased
648,Capnocytophaga leadbetteri,0.86788344,Decreased
649,Streptococcus australis,0.86395776,Increased
650,Acidibacter,0.8639554,Increased
651,Saccharofermentans,0.8543449,Increased
652,Sphingobacterium multivorum,0.8520207,Increased
653,Leptotrichia trevisanii,0.85176146,Increased
654,Mobiluncus,0.8484199,Decreased
655,Lactobacillus salivarius,0.8475481,Decreased
656,Xanthomonadales,0.846648,Decreased
657,Lactococcus lactis,0.846514,Increased
658,Actinomyces viscosus,0.84394145,Decreased
659,Coprococcus catus,0.8395045,Increased
660,Faecalibacterium cf. prausnitzii KLE1255,0.83833236,Increased
661,Lentisphaeria,0.83796275,Decreased
662,Synergistetes,0.8372218,Decreased
663,Acholeplasmataceae,0.83669424,Decreased
664,Odoribacter splanchnicus,0.8292584,Decreased
665,Neisseria sicca,0.82925117,Increased
666,Lachnoclostridium,0.8247044,Decreased
667,Enterobacter,0.8232752,Decreased
668,Capnocytophaga ochracea,0.81229544,Increased
669,Vogesella perlucida,0.802619,Increased
670,Microbacteriaceae,0.8002459,Increased
671,Shewanellaceae,0.7807397,Increased
672,Bryobacter,0.7696178,Increased
673,Porphyromonas sp.,0.7648566,Decreased
674,Bergeyella,0.7619194,Decreased
675,Candidatus Solibacter,0.75673884,Increased
676,Tannerella,0.75247455,Increased
677,Hydrogenoanaerobacterium,0.75106364,Decreased
678,Sphingobium yanoikuyae,0.74920917,Increased
679,Thalassospira,0.7484875,Increased
680,Aggregatibacter actinomycetemcomitans,0.7381295,Increased
681,Aneurinibacillus,0.73346806,Decreased
682,Eubacterium coprostanoligenes,0.73132443,Increased
683,Anaerosporobacter,0.72896326,Increased
684,Anaerococcus tetradius,0.725495,Increased
685,Anelloviridae,0.71995646,Increased
686,Prevotella intermedia,0.71904045,Decreased
687,Rothia aeria,0.71541727,Increased
688,Pandoraea,0.7143874,Decreased
689,Micrococcus luteus,0.7115307,Increased
690,Flavobacteriales,0.70875,Increased
691,Orthopoxvirus,0.7061707,Increased
692,Lactobacillus sakei,0.7059961,Increased
693,Cutibacterium,0.69921994,Increased
694,Atopobium,0.69851637,Decreased
695,Thermicanus,0.6980022,Increased
696,Fusarium,0.6959646,Increased
697,Klebsiella oxytoca,0.6912067,Increased
698,Helicobacter pylori,0.68148255,Increased
699,Nesterenkonia,0.6791755,Increased
700,Ascomycota,0.6786908,Increased
701,Catenibacterium mitsuokai,0.67590356,Increased
702,Blastococcus,0.67567635,Increased
703,Halomonadaceae,0.67487204,Decreased
704,Propionibacteriaceae,0.673234,Decreased
705,Victivallis vadensis,0.6694312,Increased
706,Propionibacteriales,0.6682887,Increased
707,Mycoplasma,0.6628388,Increased
708,Leptotrichiaceae,0.6575818,Decreased
709,Gemmiger formicilis,0.6558692,Decreased
710,Alteromonadaceae,0.65585643,Increased
711,Fusobacterium periodonticum,0.6533365,Decreased
712,Kingella,0.64692193,Decreased
713,Micrococcus,0.63987756,Decreased
714,Fusarium pseudograminearum,0.6392118,Increased
715,Desulfocapsa,0.63145024,Increased
716,Alcaligenes faecalis,0.6283728,Increased
717,Comamonas,0.6131837,Decreased
718,Campylobacter sp. oral taxon 044,0.6101941,Increased
719,Alloprevotella,0.6068084,Increased
720,Ruminococcus gauvreauii,0.5998907,Increased
721,Clostridium clostridioforme,0.59936905,Increased
722,Bacteroides stercoris,0.5965409,Increased
723,Phaeocystis globosa virus,0.5851016,Increased
724,Clostridium colicanis,0.5810266,Increased
725,Lactobacillus delbrueckii,0.56529224,Increased
726,Alloscardovia omnicolens,0.56523085,Increased
727,Actinomyces graevenitzii,0.56387687,Decreased
728,Sneathia sanguinegens,0.5617463,Increased
729,Hydrogenophaga,0.5590309,Decreased
730,Blastomonas,0.5562189,Decreased
731,Streptococcus sobrinus,0.53572017,Decreased
732,Porphyromonas endodontalis,0.5314399,Decreased
733,Serratia,0.52444685,Decreased
734,Succinivibrio,0.51206315,Increased
735,Mimivirus,0.5013272,Increased
736,Deinococcales,0.50111705,Increased
737,Halomonas,0.49530697,None
738,Mycoplana,0.4929285,None
739,Fastidiosipila,0.47916496,None
740,Clostridium colinum,0.47880316,None
741,Moraxella,0.47117645,None
742,Lancefieldella parvula,0.4663568,None
743,Bifidobacterium sp.,0.4548102,None
744,Prevotella oris,0.45084965,None
745,Dietzia,0.44364512,None
746,Granulicatella adiacens,0.4323069,None
747,Candidatus Portiera,0.4321971,None
748,Leptotrichia,0.42404145,None
749,Buchnera,0.40587777,None
750,Fusicatenibacter saccharivorans,0.40157497,None
751,Enhydrobacter,0.3913114,None
752,Methanobacteriales,0.38960916,None
753,Lactobacillus reuteri,0.3826002,None
754,Methanobacteria,0.37023354,None
755,Roseomonas,0.3445701,None
756,Methylobacteriaceae,0.33178377,None
757,Alloprevotella tannerae,0.3297035,None
758,Bacteroides intestinalis,0.32948732,None
759,Variibacter,0.32940388,None
760,Defluviicoccus,0.32868403,None
761,Candidatus Arthromitus,0.3254782,None
762,Candidatus Koribacter,0.31838018,None
763,Synergistia,0.30121976,None
764,Rubrobacterales,0.2976864,None
765,Syntrophomonadaceae,0.29698718,None
766,Bradyrhizobiaceae,0.29075116,None
767,Pseudolabrys,0.29008073,None
768,unclassified Lachnospiraceae,0.28419852,None
769,Sphingobacteriia,0.2757603,None
770,Rikenella,0.27556413,None
771,Rubrobacter,0.27015847,None
772,Ezakiella,0.2681672,None
773,Chitinophagaceae,0.26072586,None
774,Rubrobacteria,0.25379902,None
775,Pseudoflavonifractor,0.24866879,None
776,Dehalobacterium,0.23068988,None
777,Lachnoanaerobaculum orale,0.23016733,None
778,Marvinbryantia,0.21495461,None
779,Parvimonas,0.20951915,None
780,Novosphingobium,0.19634014,None
781,Synergistales,0.18964559,None
782,Robinsoniella,0.1731506,None
783,Caulobacterales,0.16700184,None
784,Hungatella,0.16213936,None
785,Rhodobacterales,0.16034067,None
786,Acetanaerobacterium,0.15477443,None
787,Allisonella,0.13883293,None
788,Allobaculum,0.13827568,None
789,Pseudomonas stutzeri,0.13723338,None
790,Acinetobacter baumannii,0.13409793,None
791,Methylobacterium,0.13369769,None
792,Brevibacterium,0.10957438,None
793,Solobacterium,0.10625476,None
794,Leuconostocaceae,0.10415244,None
795,Rhodobacteraceae,0.07953209,None
796,Pedobacter,0.06818426,None
797,Microbacterium,0.060068786,None
798,Bilophila wadsworthia,0.056402206,None
799,Prevotella nigrescens,0.05226749,None
800,Pantoea,0.045760572,None
801,Chlamydia pneumoniae,0.037917733,None
802,Bacteroides finegoldii,0.031748354,None
803,Treponema,0.031638563,None
804,Pyramidobacter,0.025373995,None
805,Parasutterella,0.02125591,None
806,Ochrobactrum,0.012242317,None
807,Synergistaceae,0.010683894,None
808,Massilia,0.010586143,None
809,Barnesiella,0.010473371,None
810,Streptococcus mitis,0.0,Known
811,Cetobacterium,0.0,Known
812,Christensenellaceae,0.0,Known
813,Clostridium celatum,0.0,Known
814,Christensenella minuta,0.0,Known
815,Clostridium butyricum,0.0,Known
816,Stomatobaculum longum,0.0,Known
817,Christensenella,0.0,Known
818,Clostridium dakarense,0.0,Known
819,Clostridium innocuum,0.0,Known
820,Staphylococcus auricularis,0.0,Known
821,Campylobacter rectus,0.0,Known
822,Clostridium disporicum,0.0,Known
823,Streptococcus mutans,0.0,Known
824,Synergistes,0.0,Known
825,Chloroflexi,0.0,Known
826,Subdoligranulum,0.0,Known
827,Streptococcus anginosus,0.0,Known
828,Campylobacter ureolyticus,0.0,Known
829,Streptococcus,0.0,Known
830,Campylobacteraceae,0.0,Known
831,Streptococcus salivarius,0.0,Known
832,Campylobacterales,0.0,Known
833,Chryseobacterium,0.0,Known
834,Clostridium aminophilum,0.0,Known
835,Streptococcus sanguinis,0.0,Known
836,Clostridiaceae,0.0,Known
837,Catenibacterium,0.0,Known
838,Sutterellaceae,0.0,Known
839,Streptococcus sp. VT 162,0.0,Known
840,Citrobacter,0.0,Known
841,Clostridiales,0.0,Known
842,Streptococcus sp. oral clone DP009,0.0,Known
843,Carnobacteriaceae,0.0,Known
844,Cardiobacterium,0.0,Known
845,Streptococcaceae,0.0,Known
846,Stenotrophomonas sp.,0.0,Known
847,Sutterella,0.0,Known
848,Streptococcus cristatus,0.0,Known
849,Streptomyces,0.0,Known
850,Clostridia,0.0,Known
851,Stomatobaculum,0.0,Known
852,Subdoligranulum variabile,0.0,Known
853,Streptomyces sp. SBT349,0.0,Known
854,Streptococcus gallolyticus subsp. gallolyticus,0.0,Known
855,Stenotrophomonas,0.0,Known
856,Clostridiales Family XIII. Incertae Sedis,0.0,Known
857,Candida,0.0,Known
858,Clostridium baratii,0.0,Known
859,Candida albicans,0.0,Known
860,Cloacibacillus,0.0,Known
861,Clostridium,0.0,Known
862,Candidatus Saccharibacteria,0.0,Known
863,Streptophyta,0.0,Known
864,Capnocytophaga,0.0,Known
865,Streptococcus sp. 11aTha1,0.0,Known
866,Candida tropicalis,0.0,Known
867,Streptococcus oralis,0.0,Known
868,Streptococcus intermedius,0.0,Known
869,Clostridioides difficile,0.0,Known
870,Caulobacteraceae,0.0,Known
871,Caulobacter,0.0,Known
872,Subdoligranulum sp. 4_3_54A2FAA,0.0,Known
873,Bacteroides galacturonicus,0.0,Known
874,Campylobacter gracilis,0.0,Known
875,Campylobacter,0.0,Known
876,Anaeromassilibacillus senegalensis,0.0,Known
877,Anaerofustis,0.0,Known
878,Anaerococcus,0.0,Known
879,Anaerobutyricum hallii,0.0,Known
880,Amedibacillus dolichus,0.0,Known
881,Alteromonadales,0.0,Known
882,Alphaproteobacteria,0.0,Known
883,Weissella viridescens,0.0,Known
884,Alistipes shahii,0.0,Known
885,Alistipes putredinis,0.0,Known
886,Alistipes onderdonkii,0.0,Known
887,Alistipes obesi,0.0,Known
888,Alistipes indistinctus,0.0,Known
889,Alistipes finegoldii,0.0,Known
890,Alistipes,0.0,Known
891,Xanthomonadaceae,0.0,Known
892,Alicyclobacillus,0.0,Known
893,Anaeroplasmataceae,0.0,Known
894,Victivallis,0.0,Known
895,Anaerostipes,0.0,Known
896,Vibrio,0.0,Known
897,Veillonellaceae,0.0,Known
898,Verrucomicrobia,0.0,Known
899,Verrucomicrobiaceae,0.0,Known
900,Verrucomicrobiae,0.0,Known
901,Asaccharobacter,0.0,Known
902,Verrucomicrobiales,0.0,Known
903,Arthrobacter,0.0,Known
904,Aquabacterium,0.0,Known
905,Anaerostipes caccae,0.0,Known
906,Vibrionaceae,0.0,Known
907,Vibrionales,0.0,Known
908,Anaerovorax,0.0,Known
909,Anaerotruncus sp. G3(2012),0.0,Known
910,Anaerotruncus colihominis,0.0,Known
911,Anaerotruncus,0.0,Known
912,Anaerotignum lactatifermentans,0.0,Known
913,Alcaligenaceae,0.0,Known
914,Xylariales,0.0,Known
915,Akkermansia muciniphila,0.0,Known
916,Acinetobacter lwoffii,0.0,Known
917,Actinobacillus porcinus,0.0,Known
918,Actinobacillus,0.0,Known
919,[Ruminococcus] gnavus,0.0,Known
920,Acremonium,0.0,Known
921,[Ruminococcus] lactaris,0.0,Known
922,[Ruminococcus] torques,0.0,Known
923,candidate division SR1,0.0,Known
924,Acinetobacter,0.0,Known
925,[Eubacterium] siraeum,0.0,Known
926,Acidovorax,0.0,Known
927,Acidaminococcus,0.0,Known
928,Acidaminococcaceae,0.0,Known
929,Achromobacter,0.0,Known
930,Acetivibrio ethanolgignens,0.0,Known
931,Acetivibrio,0.0,Known
932,Abiotrophia defectiva,0.0,Known
933,Actinobacteria,0.0,Known
934,[Eubacterium] rectale,0.0,Known
935,Akkermansia,0.0,Known
936,Aeromonas,0.0,Known
937,[Bacteroides] pectinophilus,0.0,Known
938,Aggregatibacter segnis,0.0,Known
939,[Candida] glabrata,0.0,Known
940,Aggregatibacter,0.0,Known
941,Agathobaculum desmolans,0.0,Known
942,Agaricomycetes,0.0,Known
943,Agaricales,0.0,Known
944,Aeromonadaceae,0.0,Known
945,Actinomyces,0.0,Known
946,[Clostridium] leptum,0.0,Known
947,Aerococcaceae,0.0,Known
948,Adlercreutzia equolifaciens,0.0,Known
949,Adlercreutzia,0.0,Known
950,Actinomycetales,0.0,Known
951,Actinomycetaceae,0.0,Known
952,[Eubacterium] cellulosolvens,0.0,Known
953,Veillonella sp. oral taxon 158,0.0,Known
954,Asteroleplasma,0.0,Known
955,Atopobiaceae,0.0,Known
956,Bifidobacterium pseudocatenulatum,0.0,Known
957,Trabulsiella,0.0,Known
958,Blautia faecis,0.0,Known
959,Blautia coccoides,0.0,Known
960,Blautia,0.0,Known
961,Tremellales,0.0,Known
962,Bilophila,0.0,Known
963,Bifidobacterium scardovii,0.0,Known
964,Treponema denticola,0.0,Known
965,Blautia obeum,0.0,Known
966,Bifidobacterium longum,0.0,Known
967,Bifidobacterium dentium,0.0,Known
968,Bifidobacterium catenulatum subsp. kashiwanohense,0.0,Known
969,Bifidobacterium catenulatum,0.0,Known
970,Bifidobacterium breve,0.0,Known
971,Bifidobacterium angulatum,0.0,Known
972,Bifidobacterium adolescentis,0.0,Known
973,Blautia luti,0.0,Known
974,Blautia producta,0.0,Known
975,Bifidobacteriales,0.0,Known
976,Burkholderia,0.0,Known
977,Butyrivibrio crossotus,0.0,Known
978,Butyrivibrio,0.0,Known
979,Butyricimonas,0.0,Known
980,Butyricicoccus pullicaecorum,0.0,Known
981,Butyricicoccus,0.0,Known
982,Burkholderiales,0.0,Known
983,Burkholderiaceae,0.0,Known
984,Bulleribasidiaceae,0.0,Known
985,Blautia sp. KLE 1732,0.0,Known
986,Tenericutes,0.0,Known
987,Tepidimonas,0.0,Known
988,Brevundimonas,0.0,Known
989,Terrisporobacter glycolicus,0.0,Known
990,Brachyspira,0.0,Known
991,Thermaerobacter,0.0,Known
992,Thermus,0.0,Known
993,Bifidobacterium,0.0,Known
994,Bifidobacteriaceae,0.0,Known
995,Veillonella parvula,0.0,Known
996,Bacteroidaceae,0.0,Known
997,Bacteroides eggerthii,0.0,Known
998,Bacteroides clarus,0.0,Known
999,Bacteroides cellulosilyticus,0.0,Known
1000,Bacteroides caccae,0.0,Known
1001,Bacteroides acidifaciens,0.0,Known
1002,Bacteroides,0.0,Known
1003,Bacteroidales,0.0,Known
1004,Veillonella,0.0,Known
1005,Clostridium perfringens,0.0,Known
1006,Bacillus megaterium,0.0,Known
1007,Bacillus coagulans,0.0,Known
1008,Bacillus,0.0,Known
1009,Bacilli,0.0,Known
1010,Bacillales,0.0,Known
1011,Veillonella atypica,0.0,Known
1012,Veillonella dispar,0.0,Known
1013,Bacteroides fragilis,0.0,Known
1014,Bacteroides helcogenes,0.0,Known
1015,Betaproteobacteria,0.0,Known
1016,Bacteroidia,0.0,Known
1017,Trichosporon,0.0,Known
1018,Trichosporonaceae,0.0,Known
1019,Basidiomycota,0.0,Known
1020,Trichosporonales,0.0,Known
1021,Barnesiellaceae,0.0,Known
1022,Barnesiella intestinihominis,0.0,Known
1023,Turicibacter,0.0,Known
1024,Bacteroidetes,0.0,Known
1025,Bacteroides ovatus,0.0,Known
1026,Turicibacter sanguinis,0.0,Known
1027,Bacteroides zoogleoformans,0.0,Known
1028,Bacteroides uniformis,0.0,Known
1029,Turicibacter sp.,0.0,Known
1030,Bacteroides sp. 3_1_40A,0.0,Known
1031,Bacteroides sp.,0.0,Known
1032,Bacteroides pyogenes,0.0,Known
1033,Clostridium methylpentosum,0.0,Known
1034,Enterorhabdus,0.0,Known
1035,Clostridium phoceensis,0.0,Known
1036,Limosilactobacillus fermentum,0.0,Known
1037,Rikenellaceae,0.0,Known
1038,Romboutsia,0.0,Known
1039,Leptosphaeriaceae,0.0,Known
1040,Leptosphaeria,0.0,Known
1041,Lentisphaerae,0.0,Known
1042,Romboutsia lituseburensis,0.0,Known
1043,Roseburia,0.0,Known
1044,Lautropia,0.0,Known
1045,Roseburia faecis,0.0,Known
1046,Lactococcus,0.0,Known
1047,Lactobacillus sp.,0.0,Known
1048,Roseburia hominis,0.0,Known
1049,Lactobacillus ruminis,0.0,Known
1050,Roseburia intestinalis,0.0,Known
1051,Roseburia inulinivorans,0.0,Known
1052,Roseburia sp.,0.0,Known
1053,Lactobacillus coleohominis,0.0,Known
1054,Lactobacillus,0.0,Known
1055,Lactobacillales,0.0,Known
1056,Limnobacter,0.0,Known
1057,Listeria sp.,0.0,Known
1058,Holdemania,0.0,Known
1059,Lupinus,0.0,Known
1060,Methylotenera,0.0,Known
1061,Pucciniomycetes,0.0,Known
1062,Methanobrevibacter smithii,0.0,Known
1063,Methanobrevibacter,0.0,Known
1064,Methanobacteriaceae,0.0,Known
1065,Ralstonia,0.0,Known
1066,Megasphaera micronuciformis,0.0,Known
1067,Megasphaera,0.0,Known
1068,Megamonas rupellensis,0.0,Known
1069,Megamonas hypermegale,0.0,Known
1070,Megamonas funiformis,0.0,Known
1071,Megamonas,0.0,Known
1072,Rhizobiales,0.0,Known
1073,Rhizobium,0.0,Known
1074,Rhodobacter,0.0,Known
1075,Malassezia sympodialis,0.0,Known
1076,Malassezia globosa,0.0,Known
1077,Rhodocyclaceae,0.0,Known
1078,Rhodocyclales,0.0,Known
1079,Lactobacillaceae,0.0,Known
1080,Rothia,0.0,Known
1081,Lacrimispora saccharolytica,0.0,Known
1082,Lachnospiraceae bacterium TF01-11,0.0,Known
1083,Johnsonella ignava,0.0,Known
1084,Johnsonella,0.0,Known
1085,Janthinobacterium,0.0,Known
1086,Ruminococcus champanellensis,0.0,Known
1087,Ruminococcus flavefaciens,0.0,Known
1088,Intestinimonas massiliensis,0.0,Known
1089,Intestinimonas butyriciproducens,0.0,Known
1090,Intestinimonas,0.0,Known
1091,Intestinibacter bartlettii,0.0,Known
1092,Intestinibacter,0.0,Known
1093,Ruminococcus sp.,0.0,Known
1094,Hymenochaete,0.0,Known
1095,Hungatella xylanolytica,0.0,Known
1096,Saccharomyces,0.0,Known
1097,Saccharomyces cerevisiae,0.0,Known
1098,Saccharomycetaceae,0.0,Known
1099,Saccharomycetales,0.0,Known
1100,Saccharomycetales sp.,0.0,Known
1101,Holdemania massiliensis,0.0,Known
1102,Ruminococcus callidus,0.0,Known
1103,Kaistia,0.0,Known
1104,Ruminococcus bromii,0.0,Known
1105,Lachnospira,0.0,Known
1106,Lachnospiraceae bacterium MD335,0.0,Known
1107,Lachnospiraceae bacterium A2,0.0,Known
1108,Lachnospiraceae bacterium 3_1_57FAA_CT1,0.0,Known
1109,Rothia mucilaginosa,0.0,Known
1110,Lachnospiraceae bacterium 2_1_46FAA,0.0,Known
1111,Lachnospiraceae bacterium 10-1,0.0,Known
1112,Lachnospiraceae,0.0,Known
1113,Lachnospira eligens,0.0,Known
1114,Lachnobacterium,0.0,Known
1115,Ruminococcus bicirculans,0.0,Known
1116,Lachnoanaerobaculum sp. OBRC5-5,0.0,Known
1117,Lachnoanaerobaculum,0.0,Known
1118,Ruminiclostridium,0.0,Known
1119,Ruminococcaceae,0.0,Known
1120,Ruminococcaceae bacterium D16,0.0,Known
1121,Ruminococcus,0.0,Known
1122,Ruminococcus albus,0.0,Known
1123,Klebsiella,0.0,Known
1124,Psychrobacter pulmonis,0.0,Known
1125,Metschnikowiaceae,0.0,Known
1126,Psychrobacter,0.0,Known
1127,Oscillibacter valericigenes,0.0,Known
1128,Prevotella copri,0.0,Known
1129,Pediococcus,0.0,Known
1130,Paucibacter,0.0,Known
1131,Pasteurellales,0.0,Known
1132,Pasteurellaceae,0.0,Known
1133,Parvimonas micra,0.0,Known
1134,Prevotella melaninogenica,0.0,Known
1135,Paraprevotella,0.0,Known
1136,Paracoccus,0.0,Known
1137,Parabacteroides merdae,0.0,Known
1138,Parabacteroides distasonis,0.0,Known
1139,Parabacteroides,0.0,Known
1140,Prevotella salivae,0.0,Known
1141,Paludibacter,0.0,Known
1142,Paenibacillus,0.0,Known
1143,Prevotella sp.,0.0,Known
1144,Oxalobacteraceae,0.0,Known
1145,Oxalobacter,0.0,Known
1146,Oscillospiraceae,0.0,Known
1147,Pelomonas,0.0,Known
1148,Prevotella bryantii,0.0,Known
1149,Peptoclostridium,0.0,Known
1150,Phocaeicola plebeius,0.0,Known
1151,Planococcaceae,0.0,Known
1152,Pigmentiphaga,0.0,Known
1153,Pleosporales,0.0,Known
1154,Plesiomonas,0.0,Known
1155,Polaromonas,0.0,Known
1156,Porphyromonadaceae,0.0,Known
1157,Photobacterium,0.0,Known
1158,Phocaeicola vulgatus,0.0,Known
1159,Phocaeicola coprophilus,0.0,Known
1160,Peptococcaceae,0.0,Known
1161,Porphyromonas,0.0,Known
1162,Phascolarctobacterium,0.0,Known
1163,Peptostreptococcus anaerobius,0.0,Known
1164,Peptostreptococcus,0.0,Known
1165,Peptostreptococcaceae,0.0,Known
1166,Peptoniphilus,0.0,Known
1167,Prevotella,0.0,Known
1168,Peptococcus,0.0,Known
1169,Oscillospira,0.0,Known
1170,Oscillibacter sp. KLE 1745,0.0,Known
1171,Micrococcaceae,0.0,Known
1172,Oscillibacter sp. 1-3,0.0,Known
1173,Neisseria subflava,0.0,Known
1174,Neisseria mucosa,0.0,Known
1175,Neisseria cinerea,0.0,Known
1176,Neisseria,0.0,Known
1177,Naganishia,0.0,Known
1178,Pseudoflavonifractor capillosus,0.0,Known
1179,Pseudomonadaceae,0.0,Known
1180,Pseudomonadales,0.0,Known
1181,Mycobacterium,0.0,Known
1182,Muribaculaceae,0.0,Known
1183,Pseudomonas,0.0,Known
1184,Moryella,0.0,Known
1185,Morganella morganii,0.0,Known
1186,Morganella,0.0,Known
1187,Moraxellaceae,0.0,Known
1188,Monilinia,0.0,Known
1189,Mollicutes,0.0,Known
1190,Mogibacterium,0.0,Known
1191,Mitsuokella,0.0,Known
1192,Neisseriaceae,0.0,Known
1193,Neisseriales,0.0,Known
1194,Pseudobutyrivibrio ruminis,0.0,Known
1195,Oenococcus oeni,0.0,Known
1196,Oscillibacter ruminantium,0.0,Known
1197,Oscillibacter,0.0,Known
1198,Oribacterium,0.0,Known
1199,Prevotellaceae,0.0,Known
1200,Olsenella uli,0.0,Known
1201,Olsenella sp. oral taxon 809,0.0,Known
1202,Olsenella sp. SIT9,0.0,Known
1203,Olsenella,0.0,Known
1204,Odoribacteraceae,0.0,Known
1205,Pseudobutyrivibrio,0.0,Known
1206,Odoribacter,0.0,Known
1207,Propionibacterium,0.0,Known
1208,Proteobacteria,0.0,Known
1209,Proteus,0.0,Known
1210,Nocardioides,0.0,Known
1211,Psathyrella,0.0,Known
1212,Psathyrella artemisiae,0.0,Known
1213,Psathyrellaceae,0.0,Known
1214,Holdemania filiformis,0.0,Known
1215,Holdemanella biformis,0.0,Known
1216,Clostridium sp.,0.0,Known
1217,Enterobacterales,0.0,Known
1218,Enorma,0.0,Known
1219,Sphingobacteriaceae,0.0,Known
1220,Sphingobacteriales,0.0,Known
1221,Eikenella,0.0,Known
1222,Eggerthellaceae bacterium AT8,0.0,Known
1223,Eggerthella sp. YY7918,0.0,Known
1224,Eggerthella lenta,0.0,Known
1225,Eggerthella,0.0,Known
1226,Sphingobacterium,0.0,Known
1227,Dorea longicatena,0.0,Known
1228,Dorea formicigenerans,0.0,Known
1229,Dorea,0.0,Known
1230,Dioszegia,0.0,Known
1231,Dialister invisus,0.0,Known
1232,Dialister,0.0,Known
1233,Devosia,0.0,Known
1234,Desulfovibrionales,0.0,Known
1235,Desulfovibrionaceae,0.0,Known
1236,Desulfovibrio piger,0.0,Known
1237,Enorma massiliensis,0.0,Known
1238,Enterobacteria phage f1,0.0,Known
1239,Holdemanella,0.0,Known
1240,Enterobacteriaceae,0.0,Known
1241,Sordariomycetes,0.0,Known
1242,Entylomatales,0.0,Known
1243,Entylomataceae,0.0,Known
1244,Entyloma,0.0,Known
1245,Enterorhabdus mucosicola,0.0,Known
1246,Enterorhabdus caecimuris,0.0,Known
1247,Enterocytozoon bieneusi,0.0,Known
1248,Enterocytozoon,0.0,Known
1249,Enterococcus saccharolyticus,0.0,Known
1250,Enterococcus faecium,0.0,Known
1251,Enterococcus faecalis,0.0,Known
1252,Enterococcus durans,0.0,Known
1253,Enterococcus,0.0,Known
1254,Enterococcaceae,0.0,Known
1255,Enterocloster lavalensis,0.0,Known
1256,Enterocloster citroniae,0.0,Known
1257,Enterocloster bolteae,0.0,Known
1258,Enterocloster asparagiformis,0.0,Known
1259,Enterobacteriaceae bacterium,0.0,Known
1260,Desulfovibrio,0.0,Known
1261,Sphingomonadaceae,0.0,Known
1262,Sphingomonadales,0.0,Known
1263,Deltaproteobacteria,0.0,Known
1264,Coprococcus comes,0.0,Known
1265,Coprococcus,0.0,Known
1266,Coprobacillus sp.,0.0,Known
1267,Coprobacillus,0.0,Known
1268,Staphylococcaceae,0.0,Known
1269,Staphylococcus,0.0,Known
1270,Comamonadaceae,0.0,Known
1271,Collinsella tanakaei,0.0,Known
1272,Collinsella stercoris,0.0,Known
1273,Collinsella intestinalis,0.0,Known
1274,Collinsella aerofaciens,0.0,Known
1275,Collinsella,0.0,Known
1276,Staphylococcus aureus,0.0,Known
1277,Clostridium sporosphaeroides,0.0,Known
1278,Clostridium sp. SY8519,0.0,Known
1279,Clostridium sp. M62/1,0.0,Known
1280,Clostridium sp. L2-50,0.0,Known
1281,Clostridium sp. ATCC 29733,0.0,Known
1282,Clostridium sp. 7_2_43FAA,0.0,Known
1283,Coprococcus eutactus,0.0,Known
1284,Sporobacter,0.0,Known
1285,Coriobacteriaceae,0.0,Known
1286,Cystofilobasidiaceae,0.0,Known
1287,Delftia,0.0,Known
1288,Deinococcus-Thermus,0.0,Known
1289,Sphingomonas,0.0,Known
1290,Defluviitalea,0.0,Known
1291,Sphingomonas paucimobilis,0.0,Known
1292,Spirochaetaceae,0.0,Known
1293,Spirochaetales,0.0,Known
1294,Cystofilobasidiales,0.0,Known
1295,Cyanobacteria,0.0,Known
1296,Coriobacteriaceae bacterium 68-1-3,0.0,Known
1297,Cutibacterium acnes,0.0,Known
1298,Spirochaetes,0.0,Known
1299,Corynebacterium,0.0,Known
1300,Cortinariaceae,0.0,Known
1301,Coriobacterium glomerans,0.0,Known
1302,Coriobacterium,0.0,Known
1303,Coriobacteriia,0.0,Known
1304,Coriobacteriales,0.0,Known
1305,Epulopiscium,0.0,Known
1306,Erwinia,0.0,Known
1307,Erysipelatoclostridium,0.0,Known
