,0,1
742,Prevotella ruminicola,0.99230486
743,Sphingobacterium multivorum,0.9920081
744,Johnsonella ignava,0.9919239
745,Tissierellaceae,0.9918272
746,Bilophila sp.,0.9917822
747,Procabacteriaceae,0.9917561
748,Shewanella,0.9916956
749,Arcobacter,0.99160534
750,Prevotella denticola,0.9915672
751,Blastococcus,0.99141496
752,Lachnoanaerobaculum,0.99134636
753,Bacteroides helcogenes,0.99126846
754,Burkholderiaceae,0.99124604
755,Lactobacillus salivarius,0.99092865
756,Corynebacterium durum,0.9909114
757,Aquabacterium,0.99073935
758,Parvimonas micra,0.99068004
759,Amedibacillus dolichus,0.9906612
760,Romboutsia lituseburensis,0.99060136
761,Bryobacterales,0.99049735
762,Acinetobacter venetianus RAG-1 = CIP 110063,0.9904764
763,Deinococci,0.9903035
764,Enterocloster bolteae,0.9902614
765,Alistipes senegalensis,0.9901076
766,Sutterellaceae,0.99002355
767,Oscillospira,0.9899464
768,Coprobacter,0.9898649
769,Defluviicoccus,0.9897352
770,Eubacterium coprostanoligenes,0.98971677
771,[Ruminococcus] gnavus,0.98966724
772,[Ruminococcus] torques,0.9893807
773,Akkermansia muciniphila,0.989366
774,Shewanellaceae,0.98917603
775,Selenomonadaceae,0.989168
776,Streptococcus sanguinis,0.98857915
777,Streptococcus sp. I-G2,0.9885405
778,Lactobacillus gasseri,0.98819053
779,Oxalobacter,0.9881015
780,Clostridium sp.,0.9879637
781,Babesia,0.987558
782,Geobacillus,0.98753667
783,Streptococcus pseudopneumoniae,0.9874177
784,Cenarchaeales,0.9873771
785,Chlamydiales,0.9873163
786,Porphyromonas endodontalis,0.9871467
787,Bacteroides salyersiae,0.9870866
788,Blastomonas,0.98703605
789,Novosphingobium,0.98696756
790,Saccharomyces cerevisiae,0.98683584
791,Erythrobacteraceae,0.98680747
792,Gemmatimonas,0.9866904
793,Synergistales,0.9866059
794,Exiguobacterium,0.98657316
795,Providencia vermicola,0.9862289
796,unclassified Lachnospiraceae,0.986095
797,Pseudoalteromonas,0.98598033
798,Neisseria sp.,0.9859699
799,Synergistia,0.9859241
800,Buttiauxella agrestis,0.98585665
801,Sporacetigenium,0.98581636
802,Solirubrobacterales,0.9858119
803,Klebsiella,0.98580265
804,Lentisphaerae,0.9856169
805,Parabacteroides johnsonii,0.98533434
806,Corynebacterium appendicis,0.9853334
807,Prevotella oris,0.98532856
808,Pseudolabrys,0.98528254
809,Corynebacterium sp.,0.9852356
810,Fusibacter,0.9851696
811,Schlegelella,0.98508894
812,Sediminibacterium,0.9844908
813,Staphylococcus aureus,0.9844439
814,Anaerosporobacter,0.9842834
815,Gemella haemolysans,0.9841503
816,Fusobacterium mortiferum,0.98412836
817,Oxobacter,0.98411435
818,Victivallis vadensis,0.98393154
819,Prevotella intermedia,0.9838961
820,Photobacterium,0.9837891
821,Roseburia sp.,0.98375463
822,Erysipelatoclostridium,0.9837157
823,Phycisphaerae,0.9836462
824,Bacillus cereus,0.9835145
825,Thalassospira,0.98338914
826,Megamonas hypermegale,0.9832569
827,Denitratisoma,0.9832484
828,Catabacter,0.9831518
829,Eubacterium ruminantium,0.9829844
830,Granulicatella elegans,0.9827611
831,Firmicutes bacterium ASF500,0.9827403
832,Sporobacter termitidis,0.982704
833,uncultured Stomatobaculum sp.,0.98264164
834,Campylobacter rectus,0.9822912
835,Alteromonas,0.9818533
836,Fusobacterium,0.98154014
837,Plesiomonas,0.98150384
838,Cutibacterium acnes,0.98118293
839,Prevotella oralis,0.9810415
840,Paracoccus,0.98099977
841,Ruminococcus gauvreauii,0.9809624
842,Methylophilaceae,0.98080623
843,Gelria,0.9807811
844,Nitrosomonas,0.98020065
845,Leuconostoc,0.97959995
846,Aneurinibacillus,0.97957975
847,Bacteroides ovatus,0.97956693
848,Paenarthrobacter,0.9795257
849,Acidobacteriia,0.97935003
850,Lachnoanaerobaculum saburreum,0.9788574
851,Streptococcus anginosus,0.9787834
852,Abiotrophia,0.97871846
853,Robinsoniella,0.97853833
854,Cyanobacteria,0.97847766
855,Faecalicoccus,0.9782203
856,Prevotella sp.,0.97779876
857,Moraxella osloensis,0.9777203
858,Rhodococcus,0.97747016
859,Porphyromonas gingivalis,0.9772424
860,Chlamydia,0.9771554
861,Hyphomicrobium,0.97699076
862,Ruminococcaceae bacterium D16,0.97679853
863,Micrococcus,0.976675
864,Chlamydiae,0.9765882
865,Parcubacteria bacterium RAAC4_OD1_1,0.97657484
866,Aerococcus,0.9762703
867,Acholeplasmataceae,0.97563815
868,Muribaculaceae,0.9756269
869,Collinsella stercoris,0.975226
870,Porphyromonas sp.,0.9751915
871,Cronobacter,0.97425985
872,Paraeggerthella,0.9741892
873,Capnocytophaga leadbetteri,0.97394973
874,Anaerorhabdus,0.9737965
875,Lentisphaeria,0.9735899
876,Alloscardovia omnicolens,0.9731186
877,Cloacibacillus,0.9725061
878,Kluyvera,0.9720518
879,Candidatus Endolissoclinum,0.9714331
880,Zhouia,0.9713908
881,Lachnoanaerobaculum orale,0.9712353
882,Listeriaceae,0.9709763
883,Corynebacterium matruchotii,0.9705779
884,Alcaligenes faecalis,0.969388
885,Faecalitalea,0.96916085
886,Alistipes putredinis,0.96903783
887,Bacteroides nordii,0.96846396
888,Terrisporobacter,0.96830475
889,Rhodobacter,0.96788263
890,Nitrosomonadales,0.96759725
891,Lactobacillus reuteri,0.96716905
892,Chlamydiia,0.96712536
893,Cetobacterium,0.967103
894,Neisseria elongata,0.9665078
895,Crenarchaeota,0.96637756
896,Actinomyces sp. oral taxon 170,0.9654803
897,unclassified Lactobacillales,0.9652817
898,Oscillibacter valericigenes,0.9651433
899,Alistipes obesi,0.9650896
900,Lupinus,0.9644738
901,Parachlamydiaceae,0.9641077
902,Lentibacillus,0.96296495
903,Candidatus Portiera,0.9616838
904,Megasphaera,0.96051115
905,Patulibacteraceae,0.9592244
906,Butyricicoccus,0.95915174
907,Dietzia,0.95909023
908,Anaerotruncus colihominis,0.95862687
909,Moraxella,0.9580954
910,Oscillibacter sp. 1-3,0.9580759
911,Acetanaerobacterium,0.95771974
912,Fusobacteriaceae,0.95673406
913,Escherichia coli,0.95619696
914,Collinsella,0.9559917
915,Blautia obeum,0.9554958
916,Bulleidia,0.9548507
917,Roseburia,0.9541219
918,Massilia alkalitolerans,0.9540849
919,Fusobacterium nucleatum,0.9540268
920,Bilophila wadsworthia,0.95376414
921,Corynebacteriaceae,0.9537297
922,Treponema denticola,0.953477
923,Shuttleworthia,0.953231
924,Allobaculum,0.95313877
925,Clostridium clostridioforme,0.9522256
926,Bradyrhizobium,0.9503802
927,Eubacterium ventriosum,0.95009565
928,Tannerella,0.9500585
929,Intestinibacter,0.9479124
930,[Eubacterium] siraeum,0.94780576
931,Aggregatibacter segnis,0.9472997
932,Saccharopolyspora,0.9461258
933,Planctomycetia,0.9456918
934,Prevotella multisaccharivorax,0.94524395
935,Ruminococcus albus,0.94453835
936,Bacteroides finegoldii,0.9438685
937,Oscillibacter ruminantium,0.9430593
938,Pseudonocardiaceae,0.94297314
939,Atopobiaceae,0.94284195
940,Enterococcus faecalis,0.9412676
941,Pantoea agglomerans,0.9397972
942,Lactobacillus delbrueckii,0.939536
943,Procabacteriales,0.9394676
944,Cloacibacterium,0.9394666
945,Haemophilus influenzae,0.93905586
946,Streptococcus sobrinus,0.9388023
947,Holdemanella,0.938033
948,Barnesiella intestinihominis,0.9379489
949,Campylobacter gracilis,0.93436515
950,Rikenella,0.9328229
951,Phocaeicola coprophilus,0.93216795
952,Bradyrhizobiaceae,0.9320241
953,Moryella,0.93194985
954,Fannyhessea vaginae,0.9312613
955,Caulobacter,0.930748
956,Pandoraea,0.9302726
957,Treponema putidum,0.9285733
958,Kingella sp. oral taxon 459,0.9276683
959,Streptomyces,0.9274981
960,Pseudonocardiales,0.9274008
961,Methanobacteriales,0.92681634
962,Diaphorobacter,0.9264803
963,Peptostreptococcus anaerobius,0.9252692
964,Methanobrevibacter smithii,0.9246609
965,Bifidobacterium longum,0.92425597
966,Parabacteroides distasonis,0.9237882
967,Buchnera,0.92277235
968,Streptococcus thermophilus,0.92187566
969,Parasporobacterium,0.921365
970,Hathewaya histolytica,0.9210315
971,Neisseriaceae,0.9206473
972,Citrobacter,0.9190585
973,Gardnerella,0.9186365
974,Bacteroides caccae,0.91747975
975,Corynebacterium striatum,0.9156347
976,TM7 phylum sp. oral taxon 348,0.9143588
977,Erwinia,0.91145134
978,Lactobacillus ruminis,0.909648
979,Campylobacter sp. oral taxon 044,0.90736663
980,Klebsiella oxytoca,0.90614307
981,Leptotrichia sp. oral taxon 221,0.9049205
982,Prevotella sp. oral taxon 309,0.90355706
983,Porphyromonas pasteri,0.901521
984,Intestinimonas butyriciproducens,0.8987083
985,Bacteroides eggerthii,0.8980443
986,Acinetobacter lwoffii,0.8979687
987,Selenomonas sp.,0.8973789
988,Lacrimispora saccharolytica,0.89707804
989,Bacillus,0.8957786
990,Johnsonella,0.8953066
991,[Eubacterium] rectale,0.8936038
992,Prevotella nigrescens,0.8932221
993,Chitinophagaceae,0.8919917
994,Prevotella sp. oral taxon 473,0.89055675
995,Saccharofermentans,0.88841534
996,Peptoclostridium,0.8882385
997,Ruminococcus flavefaciens,0.88791806
998,Roseburia intestinalis,0.88790023
999,Epulopiscium,0.886406
1000,Microbispora,0.8857231
1001,Catenibacterium,0.88325286
1002,[Eubacterium] sulci,0.8832401
1003,Sphingomonas azotifigens,0.8832064
1004,Odoribacter,0.8829751
1005,Janthinobacterium,0.88278055
1006,Candidatus Arthromitus,0.8814118
1007,Staphylococcus pasteuri,0.8797931
1008,Lancefieldella parvula,0.87651044
1009,Mycoplana,0.876062
1010,Hallella,0.87244177
1011,Neisseria,0.8718953
1012,Oribacterium sp. oral taxon 108,0.8704356
1013,Deferribacteraceae,0.8701815
1014,Streptococcus oralis,0.8688767
1015,Microbacterium,0.86886275
1016,Carnobacteriaceae,0.8687327
1017,Scardovia,0.8662325
1018,Actinomyces graevenitzii,0.8661056
1019,Anaeroplasmataceae,0.8651184
1020,Mogibacterium sp.,0.8628229
1021,Synergistaceae,0.86254364
1022,Lactobacillus coleohominis,0.86170954
1023,Leuconostocaceae,0.8606302
1024,Paenibacillus,0.86023355
1025,Limnobacter,0.8597374
1026,Bacillus megaterium,0.85850215
1027,Burkholderia,0.8525583
1028,Selenomonas,0.8524791
1029,Prevotella sp. oral taxon 472,0.8495459
1030,Prevotella shahii,0.84792936
1031,Lachnobacterium,0.8478473
1032,Leptotrichia sp. oral taxon 218,0.8461017
1033,Rhizobium,0.84582615
1034,SR1 bacterium oral taxon 875,0.84072375
1035,Collinsella aerofaciens,0.8404674
1036,Spirochaetales,0.83356345
1037,Lachnospiraceae bacterium oral taxon 455,0.83146363
1038,Veillonella parvula,0.83099306
1039,Leptotrichia trevisanii,0.8293823
1040,Roseomonas,0.82929903
1041,Simonsiella muelleri,0.828061
1042,Kocuria,0.82608837
1043,Flavobacteriaceae,0.82369924
1044,Anaerotruncus,0.8230445
1045,Coprobacillus,0.8217586
1046,Sporobacter,0.81916195
1047,Gardnerella vaginalis,0.8186345
1048,Turicibacter sanguinis,0.8158989
1049,Prevotella pallens,0.8104506
1050,Atopobium,0.80963707
1051,Deinococcus-Thermus,0.8066514
1052,Dorea longicatena,0.79989576
1053,Holdemania,0.798274
1054,[Eubacterium] brachy,0.7925035
1055,Intestinimonas,0.7915861
1056,Micrococcus luteus,0.7915036
1057,Gemmiger formicilis,0.7914664
1058,Alistipes shahii,0.7904027
1059,Acidobacteria,0.78829336
1060,Ralstonia,0.7876773
1061,Saprolegnia,0.7851594
1062,Alloprevotella tannerae,0.78372574
1063,Butyrivibrio,0.7767464
1064,Bergeriella,0.7765369
1065,Ruminococcus callidus,0.77173585
1066,Gemmiger,0.76490873
1067,Lachnospira eligens,0.7648613
1068,Candidatus Koribacter,0.76393044
1069,Spirochaetaceae,0.76329327
1070,Mycoplasma,0.7615876
1071,Coprococcus,0.76143837
1072,Anaerobutyricum hallii,0.7604018
1073,Barnesiellaceae,0.75581545
1074,Enhydrobacter,0.75310785
1075,Thaumarchaeota,0.75191015
1076,Segetibacter,0.7517957
1077,Roseburia faecis,0.75026083
1078,Ruminococcus bromii,0.74991655
1079,Streptococcus sp.,0.74832636
1080,Lancefieldella rimae,0.74799454
1081,Fastidiosipila,0.7461102
1082,Sphingobium,0.7452638
1083,Streptococcus parasanguinis,0.7423576
1084,Tepidimonas,0.7393195
1085,Aggregatibacter actinomycetemcomitans,0.734447
1086,Pseudoxanthomonas,0.7293735
1087,Pseudomonas stutzeri,0.7237963
1088,Aeromonadaceae,0.7225503
1089,Filifactor,0.7181202
1090,Coprococcus comes,0.71561134
1091,Spirochaetes,0.7120245
1092,Bacteroides intestinalis,0.7074005
1093,Aggregatibacter,0.69655013
1094,Raoultella,0.6949353
1095,Pantoea,0.6939498
1096,Bifidobacterium breve,0.69256115
1097,Parvimonas,0.6897397
1098,Acholeplasma,0.6837555
1099,Cutibacterium,0.6788207
1100,Peptococcus,0.678627
1101,Treponema,0.6748497
1102,Holdemanella biformis,0.65853477
1103,Megasphaera micronuciformis,0.65075576
1104,Proteus,0.64547896
1105,Hydrogenoanaerobacterium,0.6441182
1106,Bifidobacterium catenulatum,0.6395873
1107,Eubacteriaceae,0.63689125
1108,Enterococcus,0.63000095
1109,Massilia,0.62482756
1110,Deltaproteobacteria,0.6224654
1111,Victivallis,0.6184701
1112,Acidaminococcaceae,0.61826444
1113,Brevibacterium,0.6175003
1114,Sphingomonadales,0.61693716
1115,Pedobacter,0.610489
1116,Fusobacteria,0.5961891
1117,Peptoniphilus,0.5640164
1118,Lactobacillus sp.,0.56220263
1119,Sphingomonas,0.56083465
1120,Eggerthella,0.5591999
1121,Prevotella nanceiensis,0.5555309
1122,Methanobrevibacter,0.5542232
1123,Xanthomonadales,0.5457808
1124,Rubrobacteraceae,0.5384194
1125,Eubacterium,0.5351995
1126,Haemophilus parainfluenzae,0.53006065
1127,Romboutsia,0.5267497
1128,Lactococcus,0.52522147
1129,Sphingobacteriaceae,0.51931727
1130,Bacillaceae,0.51436096
1131,Weissella,0.5128374
1132,Actinomyces,0.5125444
1133,Anaerofustis,0.5105562
1134,Marvinbryantia,0.50903606
1135,Sphingobium yanoikuyae,0.5055798
1136,Neisseria sicca,0.48488915
1137,[Clostridium] leptum,0.48420995
1138,Leptotrichia hofstadii,0.47889537
1139,Actinomycetales,0.47817808
1140,Rubrobacter,0.47780663
1141,Psychrobacter,0.47274762
1142,Alteromonadaceae,0.46215916
1143,Lautropia,0.46148586
1144,Oscillibacter,0.45971036
1145,Campylobacter ureolyticus,0.4506936
1146,Flavobacteriia,0.42845386
1147,Solobacterium,0.42464632
1148,Veillonellaceae,0.42021883
1149,Bacteroides uniformis,0.41666055
1150,Methanobacteria,0.41144496
1151,Rubrobacteria,0.4098962
1152,Ruminiclostridium,0.4082737
1153,Euryarchaeota,0.40579253
1154,Parasutterella,0.40575612
1155,Pyramidobacter,0.4023083
1156,Spirochaetia,0.40225476
1157,Pseudoflavonifractor,0.39711314
1158,Tenericutes,0.39240474
1159,Rothia aeria,0.38236368
1160,Selenomonas sputigena,0.38196045
1161,Brevibacillus,0.38175017
1162,Bacteroides fragilis,0.38038588
1163,Peptostreptococcus,0.37911826
1164,Candida,0.3750723
1165,Alteromonadales,0.37046814
1166,Campylobacteraceae,0.3639359
1167,Fusicatenibacter,0.3629498
1168,Pseudobutyrivibrio,0.34929276
1169,Parabacteroides merdae,0.34840983
1170,Hydrogenophaga,0.34649664
1171,Flavobacteriales,0.3444389
1172,Streptococcus cristatus,0.3443944
1173,Fusobacteriia,0.34119612
1174,Rubrobacterales,0.3375134
1175,Chloroflexi,0.33124894
1176,Synergistetes,0.33070397
1177,Odoribacter splanchnicus,0.3262338
1178,Corynebacterium,0.32292938
1179,Faecalibacterium,0.3177904
1180,Bergeyella,0.31506497
1181,Planctomycetes,0.3146845
1182,Corynebacteriales,0.30914587
1183,Streptococcus infantis,0.3045724
1184,Candidatus Gracilibacteria,0.3038265
1185,Bifidobacterium sp.,0.30166256
1186,Lachnospira,0.2997318
1187,Campylobacter,0.29349214
1188,Odoribacteraceae,0.2920649
1189,Delftia,0.29063833
1190,Anaerostipes,0.278651
1191,Methanobacteriaceae,0.2775988
1192,Mollicutes,0.275791
1193,Flavobacterium,0.2711326
1194,Neisseriales,0.26920807
1195,Comamonas,0.26784754
1196,Bacteroides stercoris,0.26624048
1197,Leptotrichia,0.26439124
1198,Morganella,0.264243
1199,Chryseobacterium,0.23918754
1200,Pediococcus,0.22597253
1201,Mogibacterium,0.21105939
1202,Granulicatella adiacens,0.2048378
1203,Lactobacillus sakei,0.20375133
1204,Desulfovibrio,0.19395149
1205,Megamonas,0.19092286
1206,Defluviitaleaceae,0.18400633
1207,Porphyromonas,0.18307143
1208,Leptotrichiaceae,0.17693019
1209,Fusobacteriales,0.1754322
1210,Kingella,0.17346305
1211,Veillonella,0.167808
1212,Schaalia odontolytica,0.162929
1213,Blautia coccoides,0.15638101
1214,Sphingobacterium,0.15185541
1215,Prevotella melaninogenica,0.14178139
1216,Bacteroides sp.,0.13412184
1217,Asteroleplasma,0.13008171
1218,Fusobacterium periodonticum,0.12064332
1219,Anaerovorax,0.120351315
1220,Streptococcus mitis,0.120140076
1221,Leptotrichia buccalis,0.09956235
1222,Desulfovibrionaceae,0.096565604
1223,Chlamydia pneumoniae,0.09172571
1224,Actinomycetaceae,0.091597855
1225,Eikenella,0.08792871
1226,Veillonella dispar,0.086853445
1227,Granulicatella,0.08348638
1228,Oribacterium,0.08073443
1229,Peptococcaceae,0.07696092
1230,Micrococcaceae,0.0730865
1231,candidate division SR1,0.07187092
1232,Methylobacteriaceae,0.07185984
1233,Actinobacillus,0.06920606
1234,Prevotella salivae,0.06337261
1235,Allisonella,0.06208086
1236,Rothia mucilaginosa,0.042915285
1237,Finegoldia,0.03428948
1238,Rothia,0.029142618
1239,Bifidobacterium adolescentis,0.023735762
1240,Desulfovibrionales,0.018642664
1241,Phocaeicola vulgatus,0.014380217
1242,Faecalibacterium prausnitzii,0.010903299
1243,Glutamicibacter,0.0
1244,Micrococcales,0.0
1245,Christensenellaceae,0.0
1246,Gemella,0.0
1247,Parabacteroides,0.0
1248,Ochrobactrum,0.0
1249,Moraxellaceae,0.0
1250,Coprococcus eutactus,0.0
1251,Flavonifractor,0.0
1252,Parabacteroides distasonis ATCC 8503,0.0
1253,Gordonibacter,0.0
1254,Achromobacter,0.0
1255,Flavonifractor plautii,0.0
1256,Xanthomonadaceae,0.0
1257,Coriobacteriaceae,0.0
1258,Coriobacteriales,0.0
1259,Alloprevotella,0.0
1260,Oceanospirillales,0.0
1261,Nesterenkonia,0.0
1262,Gordonibacter pamelaeae,0.0
1263,Clostridium,0.0
1264,Alphaproteobacteria,0.0
1265,Subdoligranulum,0.0
1266,Alcaligenaceae,0.0
1267,Alistipes,0.0
1268,Verrucomicrobia,0.0
1269,Vibrio,0.0
1270,Verrucomicrobiales,0.0
1271,Verrucomicrobiae,0.0
1272,Comamonadaceae,0.0
1273,Verrucomicrobiaceae,0.0
1274,Adlercreutzia,0.0
1275,Streptococcaceae,0.0
1276,Aliihoeflea,0.0
1277,Turicibacter,0.0
1278,Collinsella intestinalis,0.0
1279,Clostridia,0.0
1280,Actinobacteria,0.0
1281,Clostridiales,0.0
1282,Clostridiaceae,0.0
1283,Microbacteriaceae,0.0
1284,Vibrionaceae,0.0
1285,Oxalobacteraceae,0.0
1286,Methylobacterium,0.0
1287,Pannonibacter,0.0
1288,Ezakiella coagulans,0.0
1289,Vibrionales,0.0
1290,Fusobacterium varium,0.0
1291,Acinetobacter baumannii,0.0
1292,Akkermansia,0.0
1293,Gammaproteobacteria,0.0
1294,Sutterella,0.0
1295,Sulfuritalea,0.0
1296,Acinetobacter,0.0
1297,Acidovorax,0.0
1298,Vibrionimonas,0.0
1299,Succinivibrio,0.0
1300,Streptococcus,0.0
1301,Dialister,0.0
1302,Stomatobaculum,0.0
1303,Bifidobacteriaceae,0.0
1304,Rhodospirillales,0.0
1305,Rikenellaceae,0.0
1306,Campylobacterales,0.0
1307,Enterobacter,0.0
1308,Deinococcus grandis,0.0
1309,Deinococcus,0.0
1310,Enterobacterales,0.0
1311,Bifidobacterium,0.0
1312,Bifidobacteriales,0.0
1313,Betaproteobacteria,0.0
1314,Rhodospirillaceae,0.0
1315,Prevotella,0.0
1316,Negativicutes,0.0
1317,Deinococcales,0.0
1318,Enterobacteriaceae,0.0
1319,Barnesiella,0.0
1320,Bacteroidia,0.0
1321,Bacteroidetes,0.0
1322,Deinococcaceae,0.0
1323,Ruminococcaceae,0.0
1324,Bilophila,0.0
1325,Lachnoclostridium,0.0
1326,Stenotrophomonas,0.0
1327,Pseudomonas,0.0
1328,Lactobacillus,0.0
1329,Propionibacterium,0.0
1330,Brucellaceae,0.0
1331,Brevundimonas,0.0
1332,Propionibacteriales,0.0
1333,Pseudomonadaceae,0.0
1334,Lactobacillales,0.0
1335,Dorea,0.0
1336,Pseudomonadales,0.0
1337,Burkholderiales,0.0
1338,Rhodobacterales,0.0
1339,Lactobacillaceae,0.0
1340,Propionibacteriaceae,0.0
1341,Prevotellaceae,0.0
1342,Butyricimonas,0.0
1343,Blautia producta,0.0
1344,Rhizobiales,0.0
1345,Lachnospiraceae,0.0
1346,Rhodobacteraceae,0.0
1347,Blautia,0.0
1348,Ruminococcus,0.0
1349,Porphyromonas bennonis,0.0
1350,Porphyromonadaceae,0.0
1351,Caulobacteraceae,0.0
1352,Peptostreptococcaceae,0.0
1353,Slackia,0.0
1354,Leucobacter,0.0
1355,Sphingobacteriales,0.0
1356,Sphingobacteriia,0.0
1357,Proteobacteria,0.0
1358,Pelagibacterium,0.0
1359,Sphingomonadaceae,0.0
1360,Pasteurellales,0.0
1361,Caulobacterales,0.0
1362,Candidatus Saccharibacteria,0.0
1363,Escherichia,0.0
1364,Pasteurellaceae,0.0
1365,Haemophilus,0.0
1366,Parasutterella secunda,0.0
1367,Anaerostipes caccae DSM 14662,0.0
1368,Staphylococcaceae,0.0
1369,Staphylococcus,0.0
1370,Paraprevotella,0.0
1371,Coriobacteriia,0.0
1372,Halomonadaceae,0.0
1373,Serratia,0.0
1374,Erysipelotrichia,0.0
1375,Erysipelotrichales,0.0
1376,Hyphomicrobiaceae,0.0
1377,Phyllobacteriaceae,0.0
1378,Phocaeicola plebeius,0.0
1379,Helicobacteraceae,0.0
1380,Bacteroides acidifaciens,0.0
1381,Bacteroides,0.0
1382,Bacteroidales,0.0
1383,Bacteroidaceae,0.0
1384,Helicobacter,0.0
1385,Epsilonproteobacteria,0.0
1386,Sarcina,0.0
1387,Sarcina sp.,0.0
1388,Halomonas,0.0
1389,Bacilli,0.0
1390,Bacillales,0.0
1391,Phascolarctobacterium,0.0
1392,Erysipelatoclostridium ramosum,0.0
1393,Selenomonadales,0.0
1394,Erysipelotrichaceae,0.0
1395,Firmicutes,0.0
