,0,1,2
611,Mitsuokella,0.996752,Increased
612,Sneathia sanguinegens,0.99673074,Increased
613,Eggerthella lenta,0.99672127,Decreased
614,Coprococcus catus,0.996707,Increased
615,Rhodococcus sp.,0.99667156,Increased
616,Ruminococcus champanellensis,0.9966591,Increased
617,Marinobacter,0.9966352,Increased
618,Lachnoanaerobaculum sp. OBRC5-5,0.9966301,Increased
619,Enterocytozoon,0.9965898,Increased
620,Catonella morbi,0.99658215,Increased
621,Alistipes indistinctus,0.9965561,Increased
622,Leptosphaeria,0.9965256,Increased
623,Halobacillus mangrovi,0.9965025,Increased
624,Helicobacter sp.,0.9964894,Increased
625,Lysurus,0.9964536,Increased
626,Robinsoniella peoriensis,0.9964492,Increased
627,Anaerococcus tetradius,0.9964153,Increased
628,Acidaminococcus intestini,0.99638444,Increased
629,Bacillus thermoamylovorans,0.9963748,Increased
630,Intestinibacter bartlettii,0.9963577,Increased
631,Devosia,0.9963384,Increased
632,Anelloviridae,0.996303,Increased
633,Bryobacter,0.9962983,Increased
634,Pneumoviridae,0.9962828,Increased
635,Oribacterium sinus F0268,0.996262,Increased
636,Acholeplasmatales,0.99625677,Increased
637,Microvirgula,0.996171,Increased
638,Clostridium sp. M62/1,0.99616444,Increased
639,Enterorhabdus,0.99613255,Increased
640,Variibacter,0.99603933,Increased
641,Agathobaculum desmolans,0.9960115,Increased
642,Candidatus Stoquefichus massiliensis,0.9959968,Increased
643,Thermicanus,0.9959441,Increased
644,Lachnoanaerobaculum sp. ICM7,0.9959034,Increased
645,Atopobium parvulum DSM 20469,0.99586487,Increased
646,Catonella,0.9958317,Decreased
647,Senegalimassilia anaerobia,0.99580383,Increased
648,Klebsiella aerogenes,0.9957758,Increased
649,Clostridium dakarense,0.9957551,Increased
650,Bacteroides thetaiotaomicron,0.9957373,Increased
651,Candidatus Azobacteroides,0.9956807,Increased
652,Capnocytophaga,0.9956435,Decreased
653,Vogesella perlucida,0.9956288,Increased
654,Tequatrovirus,0.99562395,Increased
655,Pneumocystis murina,0.9955852,Increased
656,Streptomyces sp. SBT349,0.99558276,Increased
657,Clostridium celatum,0.99557304,Increased
658,Anaerococcus,0.99556816,Increased
659,[Eubacterium] cellulosolvens,0.995461,Increased
660,Nosema apis,0.99541503,Increased
661,Sinsheimervirus,0.9954117,Increased
662,Streptococcus phage PhiSpn_200,0.99540395,Increased
663,Boletus,0.9953305,Increased
664,Stomatobaculum longum,0.9953134,Increased
665,Pseudochrobactrum,0.9953085,Increased
666,Clostridium sp. 7_2_43FAA,0.9953046,Increased
667,Desulfobulbus,0.99526715,Increased
668,Orthopoxvirus,0.9952364,Increased
669,Thermomonosporaceae,0.99522865,Increased
670,Aeromonas,0.9952273,Decreased
671,Lactococcus lactis,0.99520004,Increased
672,[Ruminococcus] lactaris,0.9951805,Increased
673,Adlercreutzia equolifaciens,0.99517345,Increased
674,Catenibacterium mitsuokai,0.9951609,Increased
675,Antrodiella,0.9951211,Increased
676,Terrisporobacter glycolicus,0.9951129,Increased
677,Rubellimicrobium,0.9951003,Increased
678,Rhodoferax,0.99509805,Increased
679,Rickettsiales,0.99509007,Increased
680,Oceanospirillaceae,0.995012,Increased
681,Succinatimonas,0.9949956,Increased
682,Saccharomycetes,0.9949646,Increased
683,Ferrimonas,0.99494135,Increased
684,Podoviridae,0.9949408,Increased
685,Synergistes,0.99490976,Increased
686,Schwartzia,0.99489844,Decreased
687,Candidatus Solibacter,0.99484336,Increased
688,Desulfovibrio piger,0.994833,Increased
689,Enterocytozoon bieneusi,0.99471134,Increased
690,Clostridium aminophilum,0.99469376,Increased
691,Roseburia inulinivorans,0.9946702,Increased
692,Hyphomonadaceae,0.99459815,Increased
693,Retroviridae,0.9945908,Increased
694,Knoellia,0.994574,Increased
695,Phocaeicola coprocola,0.99455667,Increased
696,Mobiluncus,0.9944623,Increased
697,Reoviridae,0.9944214,Increased
698,Defluviitalea,0.99440736,Increased
699,Fusobacterium sp.,0.9943716,Increased
700,Christensenella minuta,0.99435353,Increased
701,Idiomarina,0.9943198,Increased
702,Clostridium sp. SY8519,0.99430984,Increased
703,Streptococcus intermedius,0.9943026,Decreased
704,Streptococcus sp. 11aTha1,0.99427545,Increased
705,Blautia hansenii,0.9942284,Increased
706,Flavobacteriaceae bacterium 3519-10,0.99413824,Increased
707,Coprobacter fastidiosus,0.9940383,Increased
708,Lactobacillus jensenii,0.99402654,Increased
709,Chromatiales,0.99399793,Increased
710,Prevotella stercorea,0.9939841,Increased
711,Candidatus Parcubacteria,0.99396265,Increased
712,Cupriavidus,0.99392766,Increased
713,Streptococcus mutans,0.9937916,Decreased
714,Acidothermus,0.9937611,Increased
715,Wallemia,0.99372596,Increased
716,Acidibacter,0.99370956,Increased
717,Candida albicans,0.9935341,Increased
718,Subdoligranulum variabile,0.9935204,Increased
719,Phocaeicola massiliensis,0.99351346,Increased
720,Enterococcus faecium,0.99334186,Increased
721,Capnocytophaga ochracea,0.9933225,Increased
722,Phenylobacterium,0.9930948,Increased
723,Clostridium sp. L2-50,0.9930945,Increased
724,Sutterella wadsworthensis,0.9930479,Increased
725,Prevotella histicola,0.9929513,Increased
726,Subdoligranulum sp. 4_3_54A2FAA,0.99290633,Increased
727,Desulfocapsa,0.9928813,Increased
728,Prevotella copri,0.99283797,Decreased
729,Herpesviridae,0.9927954,Increased
730,Streptococcus australis,0.9927831,Increased
731,Lactococcus piscium,0.99275416,Increased
732,Candidatus Azobacteroides pseudotrichonymphae,0.9927305,Increased
733,Prevotella sp. oral clone DO014,0.99270713,Increased
734,Dehalobacterium,0.9926455,Increased
735,Dehalobacter,0.9926041,Increased
736,Clostridium colinum,0.9925903,Increased
737,Fusicatenibacter saccharivorans,0.99250704,Increased
738,Ferrimonadaceae,0.99249005,Increased
739,Staphylococcus aureus subsp. aureus ST228,0.9924536,Increased
740,Pseudomonas luteola,0.9924245,Increased
741,Brachyspira,0.9923934,Increased
742,Prevotella ruminicola,0.99230486,Increased
743,Sphingobacterium multivorum,0.9920081,Increased
744,Johnsonella ignava,0.9919239,Increased
745,Tissierellaceae,0.9918272,Decreased
746,Bilophila sp.,0.9917822,Increased
747,Procabacteriaceae,0.9917561,Increased
748,Shewanella,0.9916956,Decreased
749,Arcobacter,0.99160534,Increased
750,Prevotella denticola,0.9915672,Increased
751,Blastococcus,0.99141496,Increased
752,Lachnoanaerobaculum,0.99134636,Increased
753,Bacteroides helcogenes,0.99126846,Increased
754,Burkholderiaceae,0.99124604,Decreased
755,Lactobacillus salivarius,0.99092865,Increased
756,Corynebacterium durum,0.9909114,Increased
757,Aquabacterium,0.99073935,Increased
758,Parvimonas micra,0.99068004,Decreased
759,Amedibacillus dolichus,0.9906612,Increased
760,Romboutsia lituseburensis,0.99060136,Increased
761,Bryobacterales,0.99049735,Increased
762,Acinetobacter venetianus RAG-1 = CIP 110063,0.9904764,Increased
763,Deinococci,0.9903035,Increased
764,Enterocloster bolteae,0.9902614,Increased
765,Alistipes senegalensis,0.9901076,Increased
766,Sutterellaceae,0.99002355,Increased
767,Oscillospira,0.9899464,Decreased
768,Coprobacter,0.9898649,Increased
769,Defluviicoccus,0.9897352,Increased
770,Eubacterium coprostanoligenes,0.98971677,Increased
771,[Ruminococcus] gnavus,0.98966724,Decreased
772,[Ruminococcus] torques,0.9893807,Increased
773,Akkermansia muciniphila,0.989366,Increased
774,Shewanellaceae,0.98917603,Increased
775,Selenomonadaceae,0.989168,Increased
776,Streptococcus sanguinis,0.98857915,Decreased
777,Streptococcus sp. I-G2,0.9885405,Increased
778,Lactobacillus gasseri,0.98819053,Increased
779,Oxalobacter,0.9881015,Increased
780,Clostridium sp.,0.9879637,Increased
781,Babesia,0.987558,Increased
782,Geobacillus,0.98753667,Increased
783,Streptococcus pseudopneumoniae,0.9874177,Increased
784,Cenarchaeales,0.9873771,Increased
785,Chlamydiales,0.9873163,Increased
786,Porphyromonas endodontalis,0.9871467,Decreased
787,Bacteroides salyersiae,0.9870866,Increased
788,Blastomonas,0.98703605,Increased
789,Novosphingobium,0.98696756,Increased
790,Saccharomyces cerevisiae,0.98683584,Increased
791,Erythrobacteraceae,0.98680747,Increased
792,Gemmatimonas,0.9866904,Increased
793,Synergistales,0.9866059,Increased
794,Exiguobacterium,0.98657316,Decreased
795,Providencia vermicola,0.9862289,Increased
796,unclassified Lachnospiraceae,0.986095,Increased
797,Pseudoalteromonas,0.98598033,Increased
798,Neisseria sp.,0.9859699,Increased
799,Synergistia,0.9859241,Increased
800,Buttiauxella agrestis,0.98585665,Increased
801,Sporacetigenium,0.98581636,Increased
802,Solirubrobacterales,0.9858119,Increased
803,Klebsiella,0.98580265,Decreased
804,Lentisphaerae,0.9856169,Increased
805,Parabacteroides johnsonii,0.98533434,Increased
806,Corynebacterium appendicis,0.9853334,Increased
807,Prevotella oris,0.98532856,Increased
808,Pseudolabrys,0.98528254,Increased
809,Corynebacterium sp.,0.9852356,Increased
810,Fusibacter,0.9851696,Increased
811,Schlegelella,0.98508894,Increased
812,Sediminibacterium,0.9844908,Increased
813,Staphylococcus aureus,0.9844439,Increased
814,Anaerosporobacter,0.9842834,Increased
815,Gemella haemolysans,0.9841503,Increased
816,Fusobacterium mortiferum,0.98412836,Increased
817,Oxobacter,0.98411435,Increased
818,Victivallis vadensis,0.98393154,Increased
819,Prevotella intermedia,0.9838961,Increased
820,Photobacterium,0.9837891,Increased
821,Roseburia sp.,0.98375463,Increased
822,Erysipelatoclostridium,0.9837157,Decreased
823,Phycisphaerae,0.9836462,Increased
824,Bacillus cereus,0.9835145,Increased
825,Thalassospira,0.98338914,Increased
826,Megamonas hypermegale,0.9832569,Increased
827,Denitratisoma,0.9832484,Increased
828,Catabacter,0.9831518,Increased
829,Eubacterium ruminantium,0.9829844,Increased
830,Granulicatella elegans,0.9827611,Increased
831,Firmicutes bacterium ASF500,0.9827403,Increased
832,Sporobacter termitidis,0.982704,Increased
833,uncultured Stomatobaculum sp.,0.98264164,Increased
834,Campylobacter rectus,0.9822912,Increased
835,Alteromonas,0.9818533,Increased
836,Fusobacterium,0.98154014,Increased
837,Plesiomonas,0.98150384,Increased
838,Cutibacterium acnes,0.98118293,Increased
839,Prevotella oralis,0.9810415,Increased
840,Paracoccus,0.98099977,Increased
841,Ruminococcus gauvreauii,0.9809624,Increased
842,Methylophilaceae,0.98080623,Increased
843,Gelria,0.9807811,Increased
844,Nitrosomonas,0.98020065,Increased
845,Leuconostoc,0.97959995,Increased
846,Aneurinibacillus,0.97957975,Increased
847,Bacteroides ovatus,0.97956693,Increased
848,Paenarthrobacter,0.9795257,Increased
849,Acidobacteriia,0.97935003,Increased
850,Lachnoanaerobaculum saburreum,0.9788574,Increased
851,Streptococcus anginosus,0.9787834,Decreased
852,Abiotrophia,0.97871846,Decreased
853,Robinsoniella,0.97853833,Increased
854,Cyanobacteria,0.97847766,Increased
855,Faecalicoccus,0.9782203,Increased
856,Prevotella sp.,0.97779876,Increased
857,Moraxella osloensis,0.9777203,Increased
858,Rhodococcus,0.97747016,Increased
859,Porphyromonas gingivalis,0.9772424,Increased
860,Chlamydia,0.9771554,Increased
861,Hyphomicrobium,0.97699076,Increased
862,Ruminococcaceae bacterium D16,0.97679853,Increased
863,Micrococcus,0.976675,Decreased
864,Chlamydiae,0.9765882,Increased
865,Parcubacteria bacterium RAAC4_OD1_1,0.97657484,Increased
866,Aerococcus,0.9762703,Increased
867,Acholeplasmataceae,0.97563815,Increased
868,Muribaculaceae,0.9756269,Increased
869,Collinsella stercoris,0.975226,Increased
870,Porphyromonas sp.,0.9751915,Increased
871,Cronobacter,0.97425985,Decreased
872,Paraeggerthella,0.9741892,Increased
873,Capnocytophaga leadbetteri,0.97394973,Increased
874,Anaerorhabdus,0.9737965,Decreased
875,Lentisphaeria,0.9735899,Increased
876,Alloscardovia omnicolens,0.9731186,Increased
877,Cloacibacillus,0.9725061,Increased
878,Kluyvera,0.9720518,Increased
879,Candidatus Endolissoclinum,0.9714331,Increased
880,Zhouia,0.9713908,Increased
881,Lachnoanaerobaculum orale,0.9712353,Increased
882,Listeriaceae,0.9709763,Increased
883,Corynebacterium matruchotii,0.9705779,Increased
884,Alcaligenes faecalis,0.969388,Increased
885,Faecalitalea,0.96916085,Increased
886,Alistipes putredinis,0.96903783,Increased
887,Bacteroides nordii,0.96846396,Increased
888,Terrisporobacter,0.96830475,Increased
889,Rhodobacter,0.96788263,Increased
890,Nitrosomonadales,0.96759725,Increased
891,Lactobacillus reuteri,0.96716905,Increased
892,Chlamydiia,0.96712536,Increased
893,Cetobacterium,0.967103,Increased
894,Neisseria elongata,0.9665078,Increased
895,Crenarchaeota,0.96637756,Increased
896,Actinomyces sp. oral taxon 170,0.9654803,Increased
897,unclassified Lactobacillales,0.9652817,Decreased
898,Oscillibacter valericigenes,0.9651433,Increased
899,Alistipes obesi,0.9650896,Increased
900,Lupinus,0.9644738,Increased
901,Parachlamydiaceae,0.9641077,Increased
902,Lentibacillus,0.96296495,Increased
903,Candidatus Portiera,0.9616838,Increased
904,Megasphaera,0.96051115,Decreased
905,Patulibacteraceae,0.9592244,Increased
906,Butyricicoccus,0.95915174,Increased
907,Dietzia,0.95909023,Increased
908,Anaerotruncus colihominis,0.95862687,Increased
909,Moraxella,0.9580954,Increased
910,Oscillibacter sp. 1-3,0.9580759,Increased
911,Acetanaerobacterium,0.95771974,Increased
912,Fusobacteriaceae,0.95673406,Decreased
913,Escherichia coli,0.95619696,Decreased
914,Collinsella,0.9559917,Increased
915,Blautia obeum,0.9554958,Increased
916,Bulleidia,0.9548507,Increased
917,Roseburia,0.9541219,Decreased
918,Massilia alkalitolerans,0.9540849,Increased
919,Fusobacterium nucleatum,0.9540268,Decreased
920,Bilophila wadsworthia,0.95376414,Increased
921,Corynebacteriaceae,0.9537297,Increased
922,Treponema denticola,0.953477,Increased
923,Shuttleworthia,0.953231,Increased
924,Allobaculum,0.95313877,Increased
925,Clostridium clostridioforme,0.9522256,Increased
926,Bradyrhizobium,0.9503802,Decreased
927,Eubacterium ventriosum,0.95009565,Increased
928,Tannerella,0.9500585,Decreased
929,Intestinibacter,0.9479124,Increased
930,[Eubacterium] siraeum,0.94780576,Increased
931,Aggregatibacter segnis,0.9472997,Increased
932,Saccharopolyspora,0.9461258,Increased
933,Planctomycetia,0.9456918,Increased
934,Prevotella multisaccharivorax,0.94524395,Increased
935,Ruminococcus albus,0.94453835,Increased
936,Bacteroides finegoldii,0.9438685,Decreased
937,Oscillibacter ruminantium,0.9430593,Increased
938,Pseudonocardiaceae,0.94297314,Increased
939,Atopobiaceae,0.94284195,Increased
940,Enterococcus faecalis,0.9412676,Increased
941,Pantoea agglomerans,0.9397972,Increased
942,Lactobacillus delbrueckii,0.939536,Increased
943,Procabacteriales,0.9394676,Increased
944,Cloacibacterium,0.9394666,Increased
945,Haemophilus influenzae,0.93905586,Increased
946,Streptococcus sobrinus,0.9388023,Increased
947,Holdemanella,0.938033,Decreased
948,Barnesiella intestinihominis,0.9379489,Increased
949,Campylobacter gracilis,0.93436515,Increased
950,Rikenella,0.9328229,Increased
951,Phocaeicola coprophilus,0.93216795,Increased
952,Bradyrhizobiaceae,0.9320241,Increased
953,Moryella,0.93194985,Decreased
954,Fannyhessea vaginae,0.9312613,Increased
955,Caulobacter,0.930748,Increased
956,Pandoraea,0.9302726,Increased
957,Treponema putidum,0.9285733,Increased
958,Kingella sp. oral taxon 459,0.9276683,Increased
959,Streptomyces,0.9274981,Increased
960,Pseudonocardiales,0.9274008,Increased
961,Methanobacteriales,0.92681634,Increased
962,Diaphorobacter,0.9264803,Increased
963,Peptostreptococcus anaerobius,0.9252692,Decreased
964,Methanobrevibacter smithii,0.9246609,Increased
965,Bifidobacterium longum,0.92425597,Decreased
966,Parabacteroides distasonis,0.9237882,Increased
967,Buchnera,0.92277235,Increased
968,Streptococcus thermophilus,0.92187566,Increased
969,Parasporobacterium,0.921365,Increased
970,Hathewaya histolytica,0.9210315,Increased
971,Neisseriaceae,0.9206473,Decreased
972,Citrobacter,0.9190585,Increased
973,Gardnerella,0.9186365,Increased
974,Bacteroides caccae,0.91747975,Increased
975,Corynebacterium striatum,0.9156347,Increased
976,TM7 phylum sp. oral taxon 348,0.9143588,Increased
977,Erwinia,0.91145134,Increased
978,Lactobacillus ruminis,0.909648,Increased
979,Campylobacter sp. oral taxon 044,0.90736663,Increased
980,Klebsiella oxytoca,0.90614307,Increased
981,Leptotrichia sp. oral taxon 221,0.9049205,Increased
982,Prevotella sp. oral taxon 309,0.90355706,Increased
983,Porphyromonas pasteri,0.901521,Increased
984,Intestinimonas butyriciproducens,0.8987083,Increased
985,Bacteroides eggerthii,0.8980443,Increased
986,Acinetobacter lwoffii,0.8979687,Increased
987,Selenomonas sp.,0.8973789,Increased
988,Lacrimispora saccharolytica,0.89707804,Increased
989,Bacillus,0.8957786,Decreased
990,Johnsonella,0.8953066,Increased
991,[Eubacterium] rectale,0.8936038,Increased
992,Prevotella nigrescens,0.8932221,Increased
993,Chitinophagaceae,0.8919917,Increased
994,Prevotella sp. oral taxon 473,0.89055675,Increased
995,Saccharofermentans,0.88841534,Increased
996,Peptoclostridium,0.8882385,Increased
997,Ruminococcus flavefaciens,0.88791806,Increased
998,Roseburia intestinalis,0.88790023,Increased
999,Epulopiscium,0.886406,Increased
1000,Microbispora,0.8857231,Increased
1001,Catenibacterium,0.88325286,Decreased
1002,[Eubacterium] sulci,0.8832401,Increased
1003,Sphingomonas azotifigens,0.8832064,Increased
1004,Odoribacter,0.8829751,Decreased
1005,Janthinobacterium,0.88278055,Increased
1006,Candidatus Arthromitus,0.8814118,Increased
1007,Staphylococcus pasteuri,0.8797931,Increased
1008,Lancefieldella parvula,0.87651044,Increased
1009,Mycoplana,0.876062,Increased
1010,Hallella,0.87244177,Decreased
1011,Neisseria,0.8718953,Decreased
1012,Oribacterium sp. oral taxon 108,0.8704356,Increased
1013,Deferribacteraceae,0.8701815,Decreased
1014,Streptococcus oralis,0.8688767,Increased
1015,Microbacterium,0.86886275,Decreased
1016,Carnobacteriaceae,0.8687327,Decreased
1017,Scardovia,0.8662325,Decreased
1018,Actinomyces graevenitzii,0.8661056,Increased
1019,Anaeroplasmataceae,0.8651184,Increased
1020,Mogibacterium sp.,0.8628229,Increased
1021,Synergistaceae,0.86254364,Increased
1022,Lactobacillus coleohominis,0.86170954,Increased
1023,Leuconostocaceae,0.8606302,Increased
1024,Paenibacillus,0.86023355,Increased
1025,Limnobacter,0.8597374,Increased
1026,Bacillus megaterium,0.85850215,Increased
1027,Burkholderia,0.8525583,Decreased
1028,Selenomonas,0.8524791,Decreased
1029,Prevotella sp. oral taxon 472,0.8495459,Increased
1030,Prevotella shahii,0.84792936,Increased
1031,Lachnobacterium,0.8478473,Increased
1032,Leptotrichia sp. oral taxon 218,0.8461017,Increased
1033,Rhizobium,0.84582615,Increased
1034,SR1 bacterium oral taxon 875,0.84072375,Increased
1035,Collinsella aerofaciens,0.8404674,Increased
1036,Spirochaetales,0.83356345,Increased
1037,Lachnospiraceae bacterium oral taxon 455,0.83146363,Increased
1038,Veillonella parvula,0.83099306,Decreased
1039,Leptotrichia trevisanii,0.8293823,Increased
1040,Roseomonas,0.82929903,Increased
1041,Simonsiella muelleri,0.828061,Increased
1042,Kocuria,0.82608837,Increased
1043,Flavobacteriaceae,0.82369924,Decreased
1044,Anaerotruncus,0.8230445,Increased
1045,Coprobacillus,0.8217586,Decreased
1046,Sporobacter,0.81916195,Increased
1047,Gardnerella vaginalis,0.8186345,Decreased
1048,Turicibacter sanguinis,0.8158989,Increased
1049,Prevotella pallens,0.8104506,Increased
1050,Atopobium,0.80963707,Decreased
1051,Deinococcus-Thermus,0.8066514,Increased
1052,Dorea longicatena,0.79989576,Increased
1053,Holdemania,0.798274,Decreased
1054,[Eubacterium] brachy,0.7925035,Increased
1055,Intestinimonas,0.7915861,Decreased
1056,Micrococcus luteus,0.7915036,Increased
1057,Gemmiger formicilis,0.7914664,Increased
1058,Alistipes shahii,0.7904027,Increased
1059,Acidobacteria,0.78829336,Decreased
1060,Ralstonia,0.7876773,Decreased
1061,Saprolegnia,0.7851594,Increased
1062,Alloprevotella tannerae,0.78372574,Decreased
1063,Butyrivibrio,0.7767464,Increased
1064,Bergeriella,0.7765369,Increased
1065,Ruminococcus callidus,0.77173585,Increased
1066,Gemmiger,0.76490873,Increased
1067,Lachnospira eligens,0.7648613,Increased
1068,Candidatus Koribacter,0.76393044,Increased
1069,Spirochaetaceae,0.76329327,Increased
1070,Mycoplasma,0.7615876,Increased
1071,Coprococcus,0.76143837,Decreased
1072,Anaerobutyricum hallii,0.7604018,Increased
1073,Barnesiellaceae,0.75581545,Decreased
1074,Enhydrobacter,0.75310785,Decreased
1075,Thaumarchaeota,0.75191015,Increased
1076,Segetibacter,0.7517957,Increased
1077,Roseburia faecis,0.75026083,Decreased
1078,Ruminococcus bromii,0.74991655,Increased
1079,Streptococcus sp.,0.74832636,Decreased
1080,Lancefieldella rimae,0.74799454,Increased
1081,Fastidiosipila,0.7461102,Increased
1082,Sphingobium,0.7452638,Increased
1083,Streptococcus parasanguinis,0.7423576,Decreased
1084,Tepidimonas,0.7393195,Increased
1085,Aggregatibacter actinomycetemcomitans,0.734447,Increased
1086,Pseudoxanthomonas,0.7293735,Increased
1087,Pseudomonas stutzeri,0.7237963,Increased
1088,Aeromonadaceae,0.7225503,Increased
1089,Filifactor,0.7181202,Increased
1090,Coprococcus comes,0.71561134,Increased
1091,Spirochaetes,0.7120245,Decreased
1092,Bacteroides intestinalis,0.7074005,Increased
1093,Aggregatibacter,0.69655013,Decreased
1094,Raoultella,0.6949353,Decreased
1095,Pantoea,0.6939498,Increased
1096,Bifidobacterium breve,0.69256115,Increased
1097,Parvimonas,0.6897397,Increased
1098,Acholeplasma,0.6837555,Increased
1099,Cutibacterium,0.6788207,Increased
1100,Peptococcus,0.678627,Increased
1101,Treponema,0.6748497,Increased
1102,Holdemanella biformis,0.65853477,Increased
1103,Megasphaera micronuciformis,0.65075576,Increased
1104,Proteus,0.64547896,Decreased
1105,Hydrogenoanaerobacterium,0.6441182,Decreased
1106,Bifidobacterium catenulatum,0.6395873,Increased
1107,Eubacteriaceae,0.63689125,Increased
1108,Enterococcus,0.63000095,Decreased
1109,Massilia,0.62482756,Decreased
1110,Deltaproteobacteria,0.6224654,Decreased
1111,Victivallis,0.6184701,Increased
1112,Acidaminococcaceae,0.61826444,Decreased
1113,Brevibacterium,0.6175003,Increased
1114,Sphingomonadales,0.61693716,Decreased
1115,Pedobacter,0.610489,Increased
1116,Fusobacteria,0.5961891,Decreased
1117,Peptoniphilus,0.5640164,Increased
1118,Lactobacillus sp.,0.56220263,Decreased
1119,Sphingomonas,0.56083465,Decreased
1120,Eggerthella,0.5591999,Decreased
1121,Prevotella nanceiensis,0.5555309,Increased
1122,Methanobrevibacter,0.5542232,Decreased
1123,Xanthomonadales,0.5457808,Decreased
1124,Rubrobacteraceae,0.5384194,Increased
1125,Eubacterium,0.5351995,Decreased
1126,Haemophilus parainfluenzae,0.53006065,Decreased
1127,Romboutsia,0.5267497,Increased
1128,Lactococcus,0.52522147,Decreased
1129,Sphingobacteriaceae,0.51931727,Increased
1130,Bacillaceae,0.51436096,Increased
1131,Weissella,0.5128374,Decreased
1132,Actinomyces,0.5125444,Decreased
1133,Anaerofustis,0.5105562,Decreased
1134,Marvinbryantia,0.50903606,Increased
1135,Sphingobium yanoikuyae,0.5055798,Increased
1136,Neisseria sicca,0.48488915,None
1137,[Clostridium] leptum,0.48420995,None
1138,Leptotrichia hofstadii,0.47889537,None
1139,Actinomycetales,0.47817808,None
1140,Rubrobacter,0.47780663,None
1141,Psychrobacter,0.47274762,None
1142,Alteromonadaceae,0.46215916,None
1143,Lautropia,0.46148586,None
1144,Oscillibacter,0.45971036,None
1145,Campylobacter ureolyticus,0.4506936,None
1146,Flavobacteriia,0.42845386,None
1147,Solobacterium,0.42464632,None
1148,Veillonellaceae,0.42021883,None
1149,Bacteroides uniformis,0.41666055,None
1150,Methanobacteria,0.41144496,None
1151,Rubrobacteria,0.4098962,None
1152,Ruminiclostridium,0.4082737,None
1153,Euryarchaeota,0.40579253,None
1154,Parasutterella,0.40575612,None
1155,Pyramidobacter,0.4023083,None
1156,Spirochaetia,0.40225476,None
1157,Pseudoflavonifractor,0.39711314,None
1158,Tenericutes,0.39240474,None
1159,Rothia aeria,0.38236368,None
1160,Selenomonas sputigena,0.38196045,None
1161,Brevibacillus,0.38175017,None
1162,Bacteroides fragilis,0.38038588,None
1163,Peptostreptococcus,0.37911826,None
1164,Candida,0.3750723,None
1165,Alteromonadales,0.37046814,None
1166,Campylobacteraceae,0.3639359,None
1167,Fusicatenibacter,0.3629498,None
1168,Pseudobutyrivibrio,0.34929276,None
1169,Parabacteroides merdae,0.34840983,None
1170,Hydrogenophaga,0.34649664,None
1171,Flavobacteriales,0.3444389,None
1172,Streptococcus cristatus,0.3443944,None
1173,Fusobacteriia,0.34119612,None
1174,Rubrobacterales,0.3375134,None
1175,Chloroflexi,0.33124894,None
1176,Synergistetes,0.33070397,None
1177,Odoribacter splanchnicus,0.3262338,None
1178,Corynebacterium,0.32292938,None
1179,Faecalibacterium,0.3177904,None
1180,Bergeyella,0.31506497,None
1181,Planctomycetes,0.3146845,None
1182,Corynebacteriales,0.30914587,None
1183,Streptococcus infantis,0.3045724,None
1184,Candidatus Gracilibacteria,0.3038265,None
1185,Bifidobacterium sp.,0.30166256,None
1186,Lachnospira,0.2997318,None
1187,Campylobacter,0.29349214,None
1188,Odoribacteraceae,0.2920649,None
1189,Delftia,0.29063833,None
1190,Anaerostipes,0.278651,None
1191,Methanobacteriaceae,0.2775988,None
1192,Mollicutes,0.275791,None
1193,Flavobacterium,0.2711326,None
1194,Neisseriales,0.26920807,None
1195,Comamonas,0.26784754,None
1196,Bacteroides stercoris,0.26624048,None
1197,Leptotrichia,0.26439124,None
1198,Morganella,0.264243,None
1199,Chryseobacterium,0.23918754,None
1200,Pediococcus,0.22597253,None
1201,Mogibacterium,0.21105939,None
1202,Granulicatella adiacens,0.2048378,None
1203,Lactobacillus sakei,0.20375133,None
1204,Desulfovibrio,0.19395149,None
1205,Megamonas,0.19092286,None
1206,Defluviitaleaceae,0.18400633,None
1207,Porphyromonas,0.18307143,None
1208,Leptotrichiaceae,0.17693019,None
1209,Fusobacteriales,0.1754322,None
1210,Kingella,0.17346305,None
1211,Veillonella,0.167808,None
1212,Schaalia odontolytica,0.162929,None
1213,Blautia coccoides,0.15638101,None
1214,Sphingobacterium,0.15185541,None
1215,Prevotella melaninogenica,0.14178139,None
1216,Bacteroides sp.,0.13412184,None
1217,Asteroleplasma,0.13008171,None
1218,Fusobacterium periodonticum,0.12064332,None
1219,Anaerovorax,0.120351315,None
1220,Streptococcus mitis,0.120140076,None
1221,Leptotrichia buccalis,0.09956235,None
1222,Desulfovibrionaceae,0.096565604,None
1223,Chlamydia pneumoniae,0.09172571,None
1224,Actinomycetaceae,0.091597855,None
1225,Eikenella,0.08792871,None
1226,Veillonella dispar,0.086853445,None
1227,Granulicatella,0.08348638,None
1228,Oribacterium,0.08073443,None
1229,Peptococcaceae,0.07696092,None
1230,Micrococcaceae,0.0730865,None
1231,candidate division SR1,0.07187092,None
1232,Methylobacteriaceae,0.07185984,None
1233,Actinobacillus,0.06920606,None
1234,Prevotella salivae,0.06337261,None
1235,Allisonella,0.06208086,None
1236,Rothia mucilaginosa,0.042915285,None
1237,Finegoldia,0.03428948,None
1238,Rothia,0.029142618,None
1239,Bifidobacterium adolescentis,0.023735762,None
1240,Desulfovibrionales,0.018642664,None
1241,Phocaeicola vulgatus,0.014380217,None
1242,Faecalibacterium prausnitzii,0.010903299,None
