,0,1,2
612,Blastococcus,0.8989768,Increased
613,unclassified Ruminococcaceae,0.8981632,Increased
614,Cloacibacterium,0.8980148,Decreased
615,Variibacter,0.8977849,Increased
616,Rhodococcus sp.,0.89635146,Increased
617,Reoviridae,0.89517045,Increased
618,[Ruminococcus] lactaris,0.8936547,Increased
619,Phyllobacteriaceae,0.8924713,Decreased
620,Lactobacillus delbrueckii,0.89004976,Increased
621,[Eubacterium] cellulosolvens,0.88889587,Increased
622,Corynebacterium striatum,0.88845474,Increased
623,Buttiauxella agrestis,0.88837457,Increased
624,Idiomarinaceae,0.8882496,Increased
625,Chlamydiales,0.88500905,Increased
626,Retroviridae,0.884966,Decreased
627,Lactobacillus rhamnosus,0.8844725,Increased
628,Sarcina,0.88444877,Decreased
629,Streptococcus mutans,0.88157123,Decreased
630,Hyphomicrobium,0.88111746,Increased
631,Oscillibacter valericigenes,0.8807334,Increased
632,Ezakiella,0.88036174,Increased
633,Candida,0.8768229,Decreased
634,Actinomycetales,0.8759448,Decreased
635,Phocaeicola coprophilus,0.87507546,Decreased
636,Prevotella multisaccharivorax,0.87329483,Increased
637,Lactobacillus coleohominis,0.87126166,Decreased
638,Faecalicoccus,0.8700192,Increased
639,Acidibacter,0.86998177,Increased
640,Barnesiella intestinihominis,0.8685004,Increased
641,Blautia hansenii,0.8663558,Increased
642,Guignardia,0.86601096,Increased
643,Odoribacter sp.,0.8656963,Increased
644,Neisseria sp.,0.86567855,Increased
645,Parabacteroides merdae,0.8638147,Decreased
646,Procabacteriales,0.8627725,Increased
647,Herpesviridae,0.86224437,Increased
648,Defluviicoccus,0.860418,Increased
649,[Eubacterium] siraeum,0.859671,Increased
650,Ophiocordyceps,0.8553176,Increased
651,Oscillibacter ruminantium,0.84800565,Increased
652,Catenibacterium mitsuokai,0.8478893,Increased
653,Ruminococcus gauvreauii,0.84525573,Increased
654,Chryseobacterium sp. IHB B 17019,0.84380716,Increased
655,Wenyingzhuangia,0.8416583,Increased
656,Collinsella intestinalis,0.8368544,Decreased
657,Exiguobacterium,0.83619237,Decreased
658,Amedibacillus dolichus,0.83589476,Increased
659,Bergeyella,0.8334289,Decreased
660,Holdemanella,0.8309912,Decreased
661,Prevotella stercorea,0.8299742,Increased
662,Erysipelatoclostridium ramosum,0.82675964,Increased
663,Chlamydiia,0.8152546,Increased
664,Intestinimonas butyriciproducens,0.81523526,Decreased
665,Pediococcus,0.8146476,Decreased
666,Intrasporangiaceae,0.8135228,Increased
667,Hyphomonas,0.80822873,Increased
668,Bifidobacterium bifidum,0.8071542,Increased
669,Johnsonella,0.80409,Decreased
670,Thaumarchaeota,0.80376196,Decreased
671,Bacteroides stercoris,0.80279535,Increased
672,Fannyhessea vaginae,0.79829556,Increased
673,Bacillus megaterium,0.7948139,Decreased
674,Lactobacillus gasseri,0.7917016,Increased
675,Helicobacter pylori,0.7884705,Increased
676,Novosphingobium,0.78232604,Increased
677,Chloroflexi,0.77860373,Decreased
678,Gelria,0.77695704,Increased
679,Porphyromonas sp.,0.7756226,Decreased
680,Parachlamydiaceae,0.7739626,Increased
681,Listeriaceae,0.7711874,Increased
682,Streptococcus australis,0.7694295,Increased
683,Succinatimonas,0.7693723,Increased
684,Pseudochrobactrum,0.7690741,Increased
685,Crenarchaeota,0.7673692,Increased
686,Bdellovibrionales,0.7637712,Increased
687,Rubellimicrobium,0.7543069,Increased
688,Candidatus Azobacteroides,0.7535112,Increased
689,Streptococcus pseudopneumoniae,0.74804837,Increased
690,Megasphaera micronuciformis,0.7454033,Decreased
691,Candidatus Stoquefichus massiliensis,0.73946047,Increased
692,Verrucomicrobia,0.73595166,Decreased
693,Prevotella salivae,0.73452586,Decreased
694,Parasporobacterium,0.7331115,Increased
695,Pseudoxanthomonas,0.73001087,Increased
696,Clostridium sp.,0.72732276,Decreased
697,Pseudolabrys,0.7269833,Increased
698,Ralstonia,0.7266567,Decreased
699,Limnobacter,0.7255792,Increased
700,Lupinus,0.7219881,Decreased
701,uncultured Stomatobaculum sp.,0.70853007,Increased
702,Achromobacter,0.70309186,Decreased
703,Streptococcus intermedius,0.7007144,Increased
704,Hyphomonadaceae,0.6970019,Increased
705,Barnesiella,0.6964929,Decreased
706,Gemmiger,0.6948457,Decreased
707,Candidatus Gracilibacteria,0.6876083,Increased
708,Gordonibacter,0.6746843,Decreased
709,Oenothera,0.6716838,Increased
710,Bdellovibrionaceae,0.66841966,Increased
711,Massilia alkalitolerans,0.66758823,Increased
712,Burkholderia,0.6593418,Decreased
713,Phocaeicola coprocola,0.65164757,Increased
714,Gordonibacter pamelaeae,0.6399968,Decreased
715,Bifidobacterium longum,0.6386859,Decreased
716,Shuttleworthia,0.6380547,Increased
717,Saprolegnia,0.6355417,Decreased
718,Brucellaceae,0.6333458,Increased
719,unclassified Lachnospiraceae,0.6288311,Increased
720,Cupriavidus,0.62065876,Decreased
721,Terrisporobacter,0.6133878,Increased
722,Bradyrhizobium,0.5961095,Decreased
723,Streptomyces,0.59498,Increased
724,Phyllobacterium,0.57729006,Increased
725,Lachnoanaerobaculum saburreum,0.57324564,Increased
726,Helicobacteraceae,0.5727626,Decreased
727,Epulopiscium,0.55941415,Decreased
728,Defluviitaleaceae,0.55515254,Increased
729,Streptococcus infantis,0.55145144,Decreased
730,Candidatus Arthromitus,0.5495107,Decreased
731,Streptococcus phage PhiSpn_200,0.5448981,Increased
732,Hydrogenoanaerobacterium,0.5433542,Decreased
733,Alistipes shahii,0.54074776,Decreased
734,unclassified Lactobacillales,0.5367414,Decreased
735,Bacteroides ovatus,0.5283195,Decreased
736,Finegoldia,0.52709585,Decreased
737,Faecalibacterium cf. prausnitzii KLE1255,0.5207038,Increased
738,Babesia,0.5162548,Increased
739,Streptococcus sobrinus,0.50298005,Decreased
740,Streptococcus sp.,0.47572023,None
741,Blastomonas,0.47155952,None
742,Blautia glucerasea,0.4709468,None
743,Microbacteriaceae,0.46579123,None
744,Corynebacteriales,0.4650007,None
745,Euryarchaeota,0.46257806,None
746,Planctomycetes,0.45682627,None
747,Coprococcus comes,0.45576376,None
748,Knoellia,0.43810213,None
749,Candidatus Azobacteroides pseudotrichonymphae,0.4379186,None
750,Buchnera aphidicola,0.43692768,None
751,Chlamydia,0.40549433,None
752,Intestinibacter,0.399087,None
753,Sneathia sanguinegens,0.3891583,None
754,Coprococcus eutactus,0.38893503,None
755,Holdemanella biformis,0.38240844,None
756,Pseudoalteromonas,0.37485588,None
757,Peptoclostridium,0.37327218,None
758,Acholeplasma,0.3706857,None
759,Nitrosomonadales,0.36801243,None
760,Shigella,0.36626256,None
761,Actinomyces graevenitzii,0.35333574,None
762,Methanobacteriaceae,0.33667415,None
763,Corynebacterium matruchotii,0.3329175,None
764,Gardnerella vaginalis,0.3223307,None
765,Hydrogenophaga,0.3067901,None
766,Anaerococcus tetradius,0.3061403,None
767,Pseudomonas luteola,0.3038032,None
768,Sporobacter,0.30159676,None
769,Porphyromonas pasteri,0.29392487,None
770,Scardovia,0.2869571,None
771,Phocaeicola massiliensis,0.28631067,None
772,Phocaeicola dorei,0.28103864,None
773,Flavobacteriaceae bacterium 3519-10,0.23965156,None
774,[Clostridium] leptum,0.22870791,None
775,Prevotella sp.,0.22234762,None
776,Paenarthrobacter,0.21255827,None
777,Romboutsia,0.21166307,None
778,Hallella,0.18588835,None
779,Lactobacillus sakei,0.1697272,None
780,Veillonella dispar,0.16835505,None
781,Sphingobium yanoikuyae,0.16435891,None
782,Victivallis vadensis,0.15769958,None
783,Pseudobutyrivibrio,0.112015426,None
784,Sediminibacterium,0.099520266,None
785,Streptococcus oralis,0.09749293,None
786,Robinsoniella,0.08940709,None
787,Roseburia faecis,0.084477246,None
788,Butyrivibrio,0.0796541,None
789,Weissella,0.07682699,None
790,Stomatobaculum,0.073751986,None
791,Brevibacterium,0.068808675,None
792,Marvinbryantia,0.06776959,None
793,Clostridium clostridioforme,0.046044767,None
794,Methylobacteriaceae,0.02862084,None
795,Comamonadaceae,0.027926207,None
796,Rothia mucilaginosa,0.024860859,None
797,Streptococcus parasanguinis,0.024174452,None
798,Streptococcus mitis,0.01687944,None
799,Chlamydia pneumoniae,0.016763031,None
800,Allisonella,0.009212792,None
801,Pyramidobacter,0.005087614,None
802,Campylobacter rectus,0.0,Known
803,Turicibacter,0.0,Known
804,Acinetobacter schindleri,0.0,Known
805,Campylobacter showae,0.0,Known
806,Phocaeicola vulgatus,0.0,Known
807,Treponema socranskii,0.0,Known
808,Campylobacter ureolyticus,0.0,Known
809,Campylobacter sp. oral taxon 044,0.0,Known
810,Campylobacteraceae,0.0,Known
811,Trichococcus,0.0,Known
812,Campylobacterales,0.0,Known
813,Acinetobacter lwoffii,0.0,Known
814,Robinsoniella peoriensis,0.0,Known
815,Treponema lecithinolyticum,0.0,Known
816,Treponema denticola,0.0,Known
817,Campylobacter gracilis,0.0,Known
818,Acremonium chrysogenum,0.0,Known
819,Campylobacter curvus,0.0,Known
820,Butyricicoccus,0.0,Known
821,Phocaeicola plebeius,0.0,Known
822,Burkholderiales,0.0,Known
823,Buttiauxella,0.0,Known
824,Treponema sp. oral taxon 250,0.0,Known
825,Brachyspiraceae,0.0,Known
826,Bulleidia,0.0,Known
827,Bradyrhizobiaceae,0.0,Known
828,Actinobacillus,0.0,Known
829,Acremonium,0.0,Known
830,Campylobacter concisus,0.0,Known
831,Butyricimonas,0.0,Known
832,Buchnera,0.0,Known
833,Brevundimonas,0.0,Known
834,Acinetobacter sp.,0.0,Known
835,Actinobacteria,0.0,Known
836,Calditrichaceae,0.0,Known
837,Burkholderiaceae,0.0,Known
838,Campylobacter,0.0,Known
839,Rhizobium,0.0,Known
840,Candidatus Tremblaya,0.0,Known
841,Acinetobacter johnsonii,0.0,Known
842,Acidaminococcaceae,0.0,Known
843,Chaetomiaceae,0.0,Known
844,Proteobacteria,0.0,Known
845,Cetobacterium somerae,0.0,Known
846,Cetobacterium,0.0,Known
847,Thermodesulfobiaceae,0.0,Known
848,Centipeda periodontii,0.0,Known
849,Peptococcaceae,0.0,Known
850,Peptococcus,0.0,Known
851,Peptoniphilaceae,0.0,Known
852,Rhizobiaceae,0.0,Known
853,Caulobacterales,0.0,Known
854,Caulobacteraceae,0.0,Known
855,Caulobacter,0.0,Known
856,Thielaviopsis,0.0,Known
857,Peptoniphilus,0.0,Known
858,Chaetomium globosum,0.0,Known
859,Chitinophagaceae,0.0,Known
860,Peptacetobacter hiranonis,0.0,Known
861,Chryseobacterium,0.0,Known
862,Pasteurellaceae,0.0,Known
863,Citrobacter farmeri,0.0,Known
864,Citrobacter,0.0,Known
865,Pasteurellales,0.0,Known
866,Providencia,0.0,Known
867,Acetanaerobacterium,0.0,Known
868,Pedobacter,0.0,Known
869,Roseburia,0.0,Known
870,Christensenellaceae,0.0,Known
871,Christensenella,0.0,Known
872,Proteus,0.0,Known
873,Thermoanaerobacterales Family IV. Incertae Sedis,0.0,Known
874,Psychrobacter,0.0,Known
875,Acholeplasmataceae,0.0,Known
876,Catonella,0.0,Known
877,Catenibacterium,0.0,Known
878,Candidatus Blochmannia,0.0,Known
879,Thielaviopsis punctulata,0.0,Known
880,Propionibacteriaceae,0.0,Known
881,Peptostreptococcus stomatis,0.0,Known
882,Phaeobacter,0.0,Known
883,Phascolarctobacterium,0.0,Known
884,Candidatus Regiella insecticola,0.0,Known
885,Candidatus Regiella,0.0,Known
886,Candidatus Portiera aleyrodidarum,0.0,Known
887,Candidatus Portiera,0.0,Known
888,Treponema,0.0,Known
889,Acidovorax,0.0,Known
890,Candidatus Midichloriaceae,0.0,Known
891,Acinetobacter,0.0,Known
892,Candidatus Koribacter,0.0,Known
893,Acinetobacter baumannii,0.0,Known
894,Phascolarctobacterium succinatutens,0.0,Known
895,Propionibacteriales,0.0,Known
896,Bombiscardovia,0.0,Known
897,Propionibacterium,0.0,Known
898,Cardiobacteriaceae,0.0,Known
899,Peptostreptococcaceae,0.0,Known
900,Carnobacterium,0.0,Known
901,Acidaminococcus,0.0,Known
902,Carnobacteriaceae,0.0,Known
903,Cardiobacterium,0.0,Known
904,Cardiobacteriales,0.0,Known
905,Capnocytophaga sputigena,0.0,Known
906,Acidobacteria,0.0,Known
907,Peptostreptococcus,0.0,Known
908,Rhizobiales,0.0,Known
909,Peptostreptococcus anaerobius,0.0,Known
910,Thiotrichales,0.0,Known
911,Tissierellaceae,0.0,Known
912,Pseudomonas stutzeri,0.0,Known
913,Rikenellaceae,0.0,Known
914,Prevotella nanceiensis,0.0,Known
915,candidate division SR1,0.0,Known
916,Anoxybacillus,0.0,Known
917,Aspergillus versicolor,0.0,Known
918,Aspergillus sydowii,0.0,Known
919,Prevotella sp. oral taxon 300,0.0,Known
920,Aspergillus rambellii,0.0,Known
921,Aspergillus ochraceoroseus,0.0,Known
922,Aspergillus flavus,0.0,Known
923,Akkermansia,0.0,Known
924,Porphyromonas uenonis,0.0,Known
925,Arthrobotrys oligospora,0.0,Known
926,Prevotella,0.0,Known
927,Rhodococcus,0.0,Known
928,Prevotella buccae,0.0,Known
929,Prevotella buccalis,0.0,Known
930,Aphanothecaceae,0.0,Known
931,Wautersiella,0.0,Known
932,Asteroleplasma,0.0,Known
933,Atopobium,0.0,Known
934,Atopobium minutum,0.0,Known
935,Bacilli,0.0,Known
936,Porphyromonas,0.0,Known
937,Victivallaceae,0.0,Known
938,Prevotella sp. oral taxon 304,0.0,Known
939,Victivallales,0.0,Known
940,Porphyromonas asaccharolytica,0.0,Known
941,Bacillus,0.0,Known
942,Bacillales,0.0,Known
943,Aggregatibacter segnis,0.0,Known
944,Aggregatibacter aphrophilus,0.0,Known
945,Bacillaceae,0.0,Known
946,Azospira,0.0,Known
947,Azohydromonas,0.0,Known
948,Victivallis,0.0,Known
949,Porphyromonas endodontalis,0.0,Known
950,Anoxybacillus kestanbolensis,0.0,Known
951,Prevotella copri,0.0,Known
952,Pirellulaceae,0.0,Known
953,Akkermansia muciniphila,0.0,Known
954,Rhodobacteraceae,0.0,Known
955,Anaerococcus,0.0,Known
956,Anaerobutyricum hallii,0.0,Known
957,Prevotella oris,0.0,Known
958,Prevotella nigrescens,0.0,Known
959,Alistipes putredinis,0.0,Known
960,Alteromonadales,0.0,Known
961,Alteromonadaceae,0.0,Known
962,Alphaproteobacteria,0.0,Known
963,Alloscardovia omnicolens,0.0,Known
964,Alloprevotella tannerae,0.0,Known
965,Alloprevotella,0.0,Known
966,Xanthomonadaceae,0.0,Known
967,Allobaculum,0.0,Known
968,Xanthomonadales,0.0,Known
969,Anaerofustis,0.0,Known
970,Alistipes,0.0,Known
971,Anaeroglobus,0.0,Known
972,Anaerostipes,0.0,Known
973,Rhodobacterales,0.0,Known
974,Anaerovorax,0.0,Known
975,Alcaligenaceae,0.0,Known
976,Prevotella denticola,0.0,Known
977,Anaerotruncus,0.0,Known
978,Pseudeurotiaceae,0.0,Known
979,Prevotella intermedia,0.0,Known
980,Anaerolineae,0.0,Known
981,Anaerorhabdus,0.0,Known
982,Anaeroplasmatales,0.0,Known
983,Anaeroplasmataceae,0.0,Known
984,Anaeroplasma,0.0,Known
985,Prevotella melaninogenica,0.0,Known
986,[Clostridium] symbiosum,0.0,Known
987,Bacteroidaceae,0.0,Known
988,Bacteroidales,0.0,Known
989,Bacteroides,0.0,Known
990,Porphyromonadaceae,0.0,Known
991,Bifidobacterium scardovii,0.0,Known
992,Veillonella parvula,0.0,Known
993,[Ruminococcus] gnavus,0.0,Known
994,Actinomyces viscosus,0.0,Known
995,Bifidobacterium longum subsp. longum,0.0,Known
996,Actinomycetaceae,0.0,Known
997,Bifidobacterium dentium,0.0,Known
998,Rikenella,0.0,Known
999,Bifidobacterium breve,0.0,Known
1000,[Eubacterium] yurii,0.0,Known
1001,Bifidobacterium animalis,0.0,Known
1002,Adlercreutzia,0.0,Known
1003,Veillonella rogosae,0.0,Known
1004,Aerococcaceae,0.0,Known
1005,Bifidobacterium adolescentis,0.0,Known
1006,Bifidobacterium sp.,0.0,Known
1007,Prevotellaceae,0.0,Known
1008,Bifidobacterium thermacidophilum,0.0,Known
1009,Actinomyces,0.0,Known
1010,Blumeria graminis,0.0,Known
1011,[Ruminococcus] torques,0.0,Known
1012,Piscirickettsiaceae,0.0,Known
1013,Pisolithaceae,0.0,Known
1014,Pisolithus,0.0,Known
1015,Blautia producta,0.0,Known
1016,Blautia obeum,0.0,Known
1017,Bilophila,0.0,Known
1018,Veillonella,0.0,Known
1019,Blautia coccoides,0.0,Known
1020,Blautia,0.0,Known
1021,Actinomyces radicidentis,0.0,Known
1022,Planctomyces,0.0,Known
1023,Bilophila wadsworthia,0.0,Known
1024,Bifidobacterium,0.0,Known
1025,Bifidobacteriales,0.0,Known
1026,Bifidobacteriaceae,0.0,Known
1027,Rhodotorula,0.0,Known
1028,Verrucomicrobiae,0.0,Known
1029,Bacteroides sp.,0.0,Known
1030,Rhodotorula sp. JG-1b,0.0,Known
1031,Verrucomicrobiales,0.0,Known
1032,Rhodotorula graminis,0.0,Known
1033,Bacteroides intestinalis,0.0,Known
1034,Pontibacter,0.0,Known
1035,Verrucomicrobiaceae,0.0,Known
1036,Bacteroides fragilis,0.0,Known
1037,Bacteroides finegoldii,0.0,Known
1038,Bacteroides eggerthii,0.0,Known
1039,Vibrionaceae,0.0,Known
1040,Vibrionales,0.0,Known
1041,Bacteroides caccae,0.0,Known
1042,Aggregatibacter,0.0,Known
1043,Bacteroides uniformis,0.0,Known
1044,Betaproteobacteria,0.0,Known
1045,Pneumocystidomycetes,0.0,Known
1046,Plesiomonas,0.0,Known
1047,Aerococcus,0.0,Known
1048,Plesiomonas shigelloides,0.0,Known
1049,Aeromonadaceae,0.0,Known
1050,Aeromonadales,0.0,Known
1051,Basidiomycota,0.0,Known
1052,Rickettsiales,0.0,Known
1053,Rhodanobacter,0.0,Known
1054,Aeromonas,0.0,Known
1055,[Eubacterium] rectale,0.0,Known
1056,Parvimonas micra,0.0,Known
1057,Bacteroidia,0.0,Known
1058,Bacteroidetes,0.0,Known
1059,Veillonellaceae,0.0,Known
1060,Pneumocystis murina,0.0,Known
1061,Oscillospira,0.0,Known
1062,Parvimonas,0.0,Known
1063,Mogibacterium,0.0,Known
1064,Holdemania,0.0,Known
1065,Spirochaetales,0.0,Known
1066,Salmonella,0.0,Known
1067,Spirochaetes,0.0,Known
1068,Helicobacter,0.0,Known
1069,Mogibacterium timidum,0.0,Known
1070,Hanseniaspora valbyensis,0.0,Known
1071,Spirochaetia,0.0,Known
1072,Halomonas,0.0,Known
1073,Halomonadaceae,0.0,Known
1074,Mollicutes,0.0,Known
1075,Haemophilus parainfluenzae,0.0,Known
1076,Haemophilus influenzae,0.0,Known
1077,Haemophilus,0.0,Known
1078,Spiroplasmataceae,0.0,Known
1079,Grosmannia clavigera,0.0,Known
1080,Granulicatella elegans,0.0,Known
1081,Spirochaetaceae,0.0,Known
1082,Sphingomonas,0.0,Known
1083,Granulicatella,0.0,Known
1084,Sphingomonadales,0.0,Known
1085,Pseudomonadaceae,0.0,Known
1086,Sphingobacteriaceae,0.0,Known
1087,Micrococcus luteus,0.0,Known
1088,Janthinobacterium,0.0,Known
1089,Sphingobacteriales,0.0,Known
1090,Saprospirales,0.0,Known
1091,Intestinimonas,0.0,Known
1092,Mitsuokella,0.0,Known
1093,Mobiluncus,0.0,Known
1094,Hyphomicrobiaceae,0.0,Known
1095,Sphingobacteriia,0.0,Known
1096,Sphingobacterium,0.0,Known
1097,Sphingobium,0.0,Known
1098,Salmonella enterica,0.0,Known
1099,Hungatella,0.0,Known
1100,Howardella,0.0,Known
1101,Sphingomonadaceae,0.0,Known
1102,Granulicatella adiacens,0.0,Known
1103,Moniliophthora,0.0,Known
1104,Kingella,0.0,Known
1105,Fusobacterium nucleatum subsp. polymorphum,0.0,Known
1106,Fusobacterium nucleatum subsp. animalis,0.0,Known
1107,Fusobacterium nucleatum,0.0,Known
1108,Fusobacterium necrophorum,0.0,Known
1109,Fusobacterium naviforme,0.0,Known
1110,Morganella,0.0,Known
1111,Fusobacterium gonidiaformans,0.0,Known
1112,Fusobacterium,0.0,Known
1113,Fusobacteriia,0.0,Known
1114,Fusobacteriales,0.0,Known
1115,Fusobacteriaceae,0.0,Known
1116,Fusobacteria,0.0,Known
1117,Morganella morganii,0.0,Known
1118,Fusicatenibacter,0.0,Known
1119,Moryella,0.0,Known
1120,Saccharomycetes,0.0,Known
1121,Muribaculaceae,0.0,Known
1122,Fretibacterium fastidiosum,0.0,Known
1123,Fusobacterium nucleatum subsp. nucleatum,0.0,Known
1124,Fusobacterium nucleatum subsp. vincentii,0.0,Known
1125,Moniliophthora perniciosa,0.0,Known
1126,Fusobacterium perfoetens,0.0,Known
1127,Geobacteraceae,0.0,Known
1128,Geobacter,0.0,Known
1129,Geobacillus,0.0,Known
1130,Gemmiger formicilis,0.0,Known
1131,Moraxella,0.0,Known
1132,Staphylococcaceae,0.0,Known
1133,Gemella sanguinis,0.0,Known
1134,Gemella morbillorum,0.0,Known
1135,Moraxellaceae,0.0,Known
1136,Gemella,0.0,Known
1137,Gardnerella,0.0,Known
1138,Gammaproteobacteria,0.0,Known
1139,Staphylococcus,0.0,Known
1140,Fusobacterium varium,0.0,Known
1141,Fusobacterium sp. oral taxon 203,0.0,Known
1142,Pseudomonadales,0.0,Known
1143,Fusobacterium periodonticum,0.0,Known
1144,Kalmanozyma brasiliensis,0.0,Known
1145,Solobacterium moorei,0.0,Known
1146,Cloacibacillus,0.0,Known
1147,Leptotrichiaceae,0.0,Known
1148,Selenomonas sputigena,0.0,Known
1149,Metarhizium acridum,0.0,Known
1150,Leptotrichia hofstadii,0.0,Known
1151,Leptotrichia buccalis,0.0,Known
1152,Leptotrichia,0.0,Known
1153,Leptothrix,0.0,Known
1154,Serratia,0.0,Known
1155,Metarhizium rileyi,0.0,Known
1156,Lentisphaeria,0.0,Known
1157,Lentisphaerae,0.0,Known
1158,Serratia marcescens,0.0,Known
1159,Lautropia,0.0,Known
1160,Lancefieldella rimae,0.0,Known
1161,Lancefieldella parvula,0.0,Known
1162,Shewanella,0.0,Known
1163,Methanobacteriales,0.0,Known
1164,Methanobrevibacter,0.0,Known
1165,Megasphaera,0.0,Known
1166,Schlegelella aquatica,0.0,Known
1167,Lactobacillus sp.,0.0,Known
1168,Leuconostoc,0.0,Known
1169,Marasmiaceae,0.0,Known
1170,Malasseziomycetes,0.0,Known
1171,Malasseziaceae,0.0,Known
1172,Pseudogymnoascus sp. VKM F-4520 (FW-2644),0.0,Known
1173,Malassezia globosa,0.0,Known
1174,Malassezia,0.0,Known
1175,Macrophomina phaseolina,0.0,Known
1176,Megamonas,0.0,Known
1177,Schwartzia,0.0,Known
1178,Selenomonas,0.0,Known
1179,Selenomonas noxia,0.0,Known
1180,Listeria monocytogenes,0.0,Known
1181,Lipomycetaceae,0.0,Known
1182,Lipomyces starkeyi,0.0,Known
1183,Megamonas hypermegale,0.0,Known
1184,Limnohabitans,0.0,Known
1185,Leuconostocaceae,0.0,Known
1186,Lactococcus,0.0,Known
1187,Lactobacillus sanfranciscensis,0.0,Known
1188,Klebsiella,0.0,Known
1189,Lachnospira pectinoschiza,0.0,Known
1190,Lachnospira eligens,0.0,Known
1191,Lachnospira,0.0,Known
1192,Lachnoclostridium,0.0,Known
1193,Lachnobacterium bovis,0.0,Known
1194,Lachnoanaerobaculum umeaense,0.0,Known
1195,Microbacterium,0.0,Known
1196,Saprospiria,0.0,Known
1197,Lachnoanaerobaculum orale,0.0,Known
1198,Lachnoanaerobaculum,0.0,Known
1199,Kwoniella mangrovensis,0.0,Known
1200,Kwoniella heveanensis,0.0,Known
1201,Kocuria,0.0,Known
1202,Micrococcaceae,0.0,Known
1203,Micrococcus,0.0,Known
1204,Klebsiella pneumoniae,0.0,Known
1205,Klebsiella oxytoca,0.0,Known
1206,Solobacterium,0.0,Known
1207,Lachnospira multipara,0.0,Known
1208,Lachnospiraceae,0.0,Known
1209,Lactobacillus salivarius,0.0,Known
1210,Solanum melongena,0.0,Known
1211,Lactobacillus ruminis,0.0,Known
1212,Lactobacillus reuteri,0.0,Known
1213,Lactobacillus mucosae,0.0,Known
1214,Lactobacillus johnsonii,0.0,Known
1215,Lactobacillus iners,0.0,Known
1216,Shewanellaceae,0.0,Known
1217,Methylobacterium,0.0,Known
1218,Lactobacillus brevis,0.0,Known
1219,Lactobacillus,0.0,Known
1220,Lactobacillales,0.0,Known
1221,Lactobacillaceae,0.0,Known
1222,Schaalia odontolytica,0.0,Known
1223,Skermanella,0.0,Known
1224,Slackia,0.0,Known
1225,Methylophaga,0.0,Known
1226,Slackia exigua,0.0,Known
1227,Schaalia cardiffensis,0.0,Known
1228,Fretibacterium,0.0,Known
1229,Saccharomyces cerevisiae,0.0,Known
1230,Pseudomonas,0.0,Known
1231,Sulfurimonas,0.0,Known
1232,Deferribacteraceae,0.0,Known
1233,Debaryomyces fabryi,0.0,Known
1234,Rubrobacteraceae,0.0,Known
1235,Cyanobacteria,0.0,Known
1236,Rubrobacter,0.0,Known
1237,Oribacterium,0.0,Known
1238,Cronobacter,0.0,Known
1239,Oribacterium parvum,0.0,Known
1240,Corynebacterium durum,0.0,Known
1241,Corynebacterium,0.0,Known
1242,Corynebacteriaceae,0.0,Known
1243,Oscillibacter,0.0,Known
1244,Rothia aeria,0.0,Known
1245,Coriobacteriia,0.0,Known
1246,Coriobacteriales,0.0,Known
1247,Synergistaceae,0.0,Known
1248,Coriobacteriaceae,0.0,Known
1249,Sutterella,0.0,Known
1250,Ophiostoma piceae,0.0,Known
1251,Coprococcus,0.0,Known
1252,Dehalobacterium,0.0,Known
1253,Desulfovibrionaceae,0.0,Known
1254,Desulfovibrio vietnamensis,0.0,Known
1255,Desulfovibrio longreachensis,0.0,Known
1256,Desulfovibrio,0.0,Known
1257,Desulfococcus,0.0,Known
1258,Olsenella,0.0,Known
1259,Succinivibrio,0.0,Known
1260,Desulfobacterales,0.0,Known
1261,Olsenella profusa,0.0,Known
1262,Deltaproteobacteria,0.0,Known
1263,Delftia,0.0,Known
1264,Deinococcus-Thermus,0.0,Known
1265,Rubrobacterales,0.0,Known
1266,Succinivibrionaceae,0.0,Known
1267,Deinococci,0.0,Known
1268,Deinococcales,0.0,Known
1269,Olsenella uli,0.0,Known
1270,Synergistales,0.0,Known
1271,Massilia,0.0,Known
1272,Staphylococcus sciuri,0.0,Known
1273,Tannerella,0.0,Known
1274,Clostridium hylemonae,0.0,Known
1275,Tannerella forsythia,0.0,Known
1276,Pseudobutyrivibrio ruminis,0.0,Known
1277,Parabacteroides gordonii,0.0,Known
1278,Tenericutes,0.0,Known
1279,Paracoccus,0.0,Known
1280,Paraprevotella,0.0,Known
1281,Clostridium,0.0,Known
1282,Clostridioides difficile,0.0,Known
1283,Clostridiales bacterium,0.0,Known
1284,Roseburia intestinalis,0.0,Known
1285,Tepidimonas,0.0,Known
1286,Clostridiales,0.0,Known
1287,Clostridiaceae,0.0,Known
1288,Parastagonospora nodorum,0.0,Known
1289,Clostridia,0.0,Known
1290,Parasutterella,0.0,Known
1291,Parabacteroides distasonis,0.0,Known
1292,Clostridium perfringens,0.0,Known
1293,Rahnella,0.0,Known
1294,Talaromyces islandicus,0.0,Known
1295,Rothia,0.0,Known
1296,Coprobacillus,0.0,Known
1297,Synergistes,0.0,Known
1298,Congregibacter,0.0,Known
1299,Synergistetes,0.0,Known
1300,Comamonas,0.0,Known
1301,Synergistia,0.0,Known
1302,Oxalobacter,0.0,Known
1303,Collinsella aerofaciens,0.0,Known
1304,Collinsella,0.0,Known
1305,Colletotrichum higginsianum,0.0,Known
1306,Oxalobacteraceae,0.0,Known
1307,Paenibacillaceae,0.0,Known
1308,Paenibacillus,0.0,Known
